signal,mean_vout_Y,variance_vout_Y,slope_vout
1,0.0877950207748982,2.897586823092308e-16,-89.25587099774455
2,0.08779500950764611,1.9346709365627308e-20,-0.009829497087308705
3,0.0934746147001811,9.677374385284515e-05,5607111.1554548405
4,0.21567569041743231,0.006092578778457772,293663957.52794504
5,0.38410188053231353,2.438483645863084e-08,1212823.3335278796
6,0.3841934838356304,8.518840361960004e-13,970.673475960846
7,0.38419406997610994,3.5271539208562744e-13,-24.805051989648867
8,0.5780541034663932,0.04515065389809343,644504735.9442598
9,0.9819323045223936,0.003375055998500871,370942021.4057706
10,0.9200528903611654,0.0026891741413367625,-321523229.66049004
11,0.7289774128547829,0.001467014329534302,-176314163.68858796
12,0.7067602566946553,5.124003658530422e-11,-5071.818727163481
13,0.7067643564677573,5.40564525199157e-11,7.630680159188183
14,0.9222078516235763,0.011256098631302008,321529335.1027384
15,1.0284750784949344,2.473359527526411e-10,-60581.09215999036
16,1.0284710292497923,1.3198937399435802e-10,1209.9293389969325
17,1.3140599437530016,0.1004931541705405,1281467398.2579188
18,2.189185355871333,0.032095001845179584,1036428853.6358659
19,2.064375414835618,0.014300560532198522,-972635211.2670181
20,1.556159189528034,0.042633764029580724,-962271425.19177
21,1.3491919746814862,8.698568103806811e-10,203518.84871592082
22,1.3491795196171499,2.1982047300681658e-09,-17083.273940910807
23,1.3881747258875752,0.004558713418857286,42626668.38191816
24,1.6357721493973774,0.0034578142470395703,197684599.51477295
25,1.6698308254505132,2.609733303077921e-12,1886.0704090579657
26,1.6698314678817938,2.6039146664738367e-14,-82.94960707429124
27,2.0751768656106893,0.058453032235276474,649336805.6336315
28,2.2225435331254295,0.0029407116046033643,-326344223.30609316
29,2.0166731973442356,0.0018046444764823082,-182445571.66184843
30,1.9920686210819785,9.877369887421162e-11,1252.521030764745
31,1.9920631051019957,7.104473754650139e-11,200.27680210714576
32,2.209058099166754,0.011731931572033755,326187960.3656753
33,2.3175688010757187,1.0445983236732978e-10,-1111.9672841403465
34,2.3175639835397948,6.534558497395961e-11,-320.42447096567815
35,2.532788800762139,0.0603269243670488,2632057017.5757856
36,3.911670313257531,0.2574400245654963,2629758639.981349
37,4.746168649628085,0.03642608571839745,2545334075.74524
38,4.8224569878602,0.005400168832934727,-2232349178.9514604
39,4.411058687775124,0.04998187214524916,-2290116810.304948
40,3.3881784237017705,0.1348668300833293,-2309708517.0038033
41,2.6467524621701806,4.1333470074225895e-07,-7368805.458685738
42,2.646480229797899,3.975001230486331e-09,102284.28598267642
43,2.646446442973303,4.214279006869385e-09,-12289.985673275642
44,2.6829360409429093,0.003989765717190374,55617924.55822874
45,2.940153956493527,0.004079514060167432,207039592.1935813
46,2.977079232658738,4.2213643857704743e-10,-7600.531480302345
47,2.9770907369904074,3.4480224497505095e-10,-69.25057151322973
48,3.3908654111330065,0.06070393137213332,659882709.608217
49,3.541620591981672,0.003004424251001798,-329751403.5706887
50,3.3327338670910787,0.001875978811055125,-186268447.7994758
51,3.3076789285869754,2.926276444150504e-10,6445.577918336905
52,3.3076693862045006,2.3524272125033765e-10,128.03380868987185
53,3.5278164395751155,0.011992805046122629,329560713.2563081
54,3.637434912782862,7.4618950364822e-10,-45639.27721019842
55,3.63741833132174,2.245688821788325e-10,-806.2938483318088
56,3.8881257302714514,0.07931687914172833,1313524519.3249273
57,4.806604005751239,0.03526791190843455,1040206658.5952196
58,4.6783975683836045,0.017329603211914672,-963036519.8236085
59,4.06930441863783,0.03177140059663885,-787751918.5923471
60,3.9662059530038776,1.7203557964877987e-09,-57550.03153350964
61,3.966187958121054,3.480466805683965e-10,1134.9041585105015
62,4.075258052142013,0.011934505798233918,328217413.6224784
63,4.294614155877761,9.152277112039229e-09,280643.06201539125
64,4.294676511297145,4.5393619911799217e-10,3299.535151419741
65,4.349182544202244,0.008914646918655744,61634995.40022542
66,4.845981490103971,0.016233898878414255,452116110.23359257
67,4.775945741262991,0.006115323241362028,-318264920.2739331
68,4.620717045139755,1.0853439084711986e-08,-374807.93732863484
69,4.620644826783521,6.635354797259553e-10,-6392.0976370970575
70,4.647318163284314,0.0021331938468282167,37983936.14589456
71,4.89893051780858,0.004670531344659439,225623627.52030888
72,4.9385177891092935,4.5728092219553183e-11,-2038.8819053084596
73,4.938521368257178,3.314966100585996e-11,-161.2552280535045
