/Aout X,/Aout YRe,/Aout YReImag,/Bout X,/Bout YRe,/Bout YReImag,/Cout X,/Cout YRe,/Cout YReImag,/Vin X,/Vin YRe,/Vin YReImag
219999999.9999999,-0.00197803233142385,-0.0009709890283178127,219999999.9999999,0.0006912382912224397,0.001038281470436889,219999999.9999999,-1.187033035791871e-05,-5.347980338240345e-05,219999999.9999999,0.005,0
226666666.6666666,-0.001939385135299045,-0.0008617099326960324,226666666.6666666,0.0007124717104190815,0.0009123067402275001,226666666.6666666,-1.568769006108735e-05,-4.611248162054413e-05,226666666.6666666,0.005,0
233333333.3333332,-0.001899117426508307,-0.0007590841104560737,233333333.3333332,0.0007236344943425896,0.0007957410524245814,233333333.3333332,-1.834812760134202e-05,-3.931628875805144e-05,233333333.3333332,0.005,0
239999999.9999999,-0.001857479367483129,-0.0006627257636987415,239999999.9999999,0.0007262537112387718,0.0006882536405894612,239999999.9999999,-2.005547884633526e-05,-3.311249225241144e-05,239999999.9999999,0.005,0
246666666.6666665,-0.001814697990113114,-0.000572280713521139,246666666.6666665,0.000721672230542297,0.0005894781067256398,246666666.6666665,-2.098579649313503e-05,-2.750413265676368e-05,246666666.6666665,0.005,0
253333333.3333332,-0.001770979784665792,-0.0004874222671699656,253333333.3333332,0.0007110709826338484,0.0004990229277572251,253333333.3333332,-2.129056987253702e-05,-2.248054185886897e-05,253333333.3333332,0.005,0
259999999.9999999,-0.001726512865340893,-0.0004078477645874811,259999999.9999999,0.0006954880061421954,0.0004164800184740935,259999999.9999999,-2.109958719827607e-05,-1.802094687875111e-05,259999999.9999999,0.005,0
266666666.6666665,-0.001681468800275181,-0.0003332756822694226,266666666.6666665,0.0006758348708110086,0.0003414317291837779,266666666.6666665,-2.052348728801029e-05,-1.40973474550204e-05,266666666.6666665,0.005,0
273333333.3333332,-0.001636004173523407,-0.0002634431956074998,273333333.3333332,0.0006529109370487535,0.0002734565678576878,273333333.3333332,-1.965603979920077e-05,-1.067681185980125e-05,273333333.3333332,0.005,0
279999999.9999999,-0.001590261931142863,-0.0001981041196211039,279999999.9999999,0.0006274158159619466,0.0002121338722988595,279999999.9999999,-1.857618636752191e-05,-7.723303155629112e-06,279999999.9999999,0.005,0
286666666.6666666,-0.00154437255196591,-0.0001370271628215612,286666666.6666666,0.0005999603189198138,0.0001570476104629989,286666666.6666666,-1.734986963329344e-05,-5.199124127461624e-06,286666666.6666666,0.005,0
293333333.3333333,-0.001498455074862928,-7.999444098722354e-05,293333333.3333333,0.000571076128010782,0.0001077894517529352,293333333.3333333,-1.603167281803692e-05,-3.066051075257035e-06,293333333.3333333,0.005,0
299999999.9999999,-0.001452618007502862,-2.680020722423938e-05,299999999.9999999,0.0005412243740208035,6.396122531029183e-05,299999999.9999999,-1.466628908664611e-05,-1.286212901375024e-06,299999999.9999999,0.005,0
306666666.6666666,-0.001406960136485068,2.275023746755423e-05,306666666.6666666,0.0005108032737774148,2.517686077952268e-05,306666666.6666666,-1.328983722488767e-05,1.772386768096791e-07,306666666.6666666,0.005,0
313333333.3333333,-0.00136157125465662,6.884148263882898e-05,313333333.3333333,0.0004801549514448665,-8.936109059743186e-06,313333333.3333333,-1.193103802532136e-05,1.359630243638144e-06,313333333.3333333,0.005,0
320000000,-0.001316532818352392,0.0001116488202024257,320000000,0.0004495715469300381,-3.873541711969015e-05,320000000,-1.061226407925512e-05,2.294408138135887e-06,320000000,0.005,0
326666666.6666667,-0.00127191854479858,0.0001513389497831812,326666666.6666667,0.0004193006975430654,-6.456324584441683e-05,326666666.6666667,-9.350474313874818e-06,3.012894496538577e-06,326666666.6666667,0.005,0
333333333.3333334,-0.001227794958037186,0.0001880705943768075,333333333.3333334,0.0003895504655290401,-8.674567798290678e-05,333333333.3333334,-8.158043513162532e-06,3.544136390965249e-06,333333333.3333334,0.005,0
340000000.0000001,-0.001184221890186365,0.0002219950402471525,340000000.0000001,0.0003604937731730985,-0.0001055923730792102,340000000.0000001,-7.043496151780545e-06,3.914830053136978e-06,340000000.0000001,0.005,0
346666666.6666667,-0.001141252943656834,0.0002532566127299792,346666666.6666667,0.0003322723983851214,-0.0001213964342536197,346666666.6666667,-6.012153107575796e-06,4.149305057615103e-06,346666666.6666667,0.005,0
353333333.3333334,-0.001098935918952689,0.0002819930976513524,353333333.3333334,0.0003050005764480505,-0.0001344344346632221,353333333.3333334,-5.066699160533336e-06,4.269555746983409e-06,353333333.3333334,0.005,0
360000000.0000001,-0.001057313211947866,0.000308336116533902,360000000.0000001,0.0002787682477080183,-0.0001449665771910019,360000000.0000001,-4.207678609058825e-06,4.295309211281117e-06,360000000.0000001,0.005,0
366666666.6666668,-0.001016422183867349,0.0003324114624493969,366666666.6666668,0.0002536439860547382,-0.0001532369644359616,366666666.6666668,-3.433925815656362e-06,4.24412085403757e-06,366666666.6666668,0.005,0
373333333.3333335,-0.000976295506716258,0.0003543394022608325,373333333.3333335,0.0002296776389249058,-0.0001594739591112958,373333333.3333335,-2.742937020232214e-06,4.131490043360406e-06,373333333.3333335,0.005,0
380000000.0000002,-0.0009369614864835949,0.0003742349501406215,380000000.0000002,0.0002069027060917253,-0.0001638906176310669,380000000.0000002,-2.131189318213584e-06,3.970989603438286e-06,380000000.0000002,0.005,0
386666666.6666669,-0.0008984443661004545,0.000392208116439203,386666666.6666669,0.0001853384815390945,-0.0001666851819146224,386666666.6666669,-1.594412286297132e-06,3.774403978689988e-06,386666666.6666669,0.005,0
393333333.3333336,-0.0008607646098686754,0.000408364135401368,393333333.3333336,0.0001649919801875563,-0.0001680416164828328,393333333.3333336,-1.127817344415104e-06,3.551871831854715e-06,393333333.3333336,0.005,0
400000000.0000002,-0.0008239391708269007,0.0004228036746267041,400000000.0000002,0.0001458596690460938,-0.0001681301796340974,400000000.0000002,-7.26289566249435e-07,3.312029634754049e-06,400000000.0000002,0.005,0
406666666.6666669,-0.0007879817423559086,0.0004356230287905965,406666666.6666669,0.0001279290204578431,-0.0001671080190447192,406666666.6666669,-3.845462896447253e-07,3.062153497765491e-06,406666666.6666669,0.005,0
413333333.3333336,-0.0007529029951397907,0.0004469142997283171,413333333.3333336,0.000111179903433409,-0.0001651197834732558,413333333.3333336,-9.72665314425846e-08,2.808297073343168e-06,413333333.3333336,0.005,0
420000000.0000003,-0.000718710800485886,0.0004567655646492436,420000000.0000003,9.558582759948985e-05,-0.0001622982434277753,420000000.0000003,1.408051213755451e-07,2.555423873492362e-06,420000000.0000003,0.005,0
426666666.666667,-0.0006854104408866277,0.0004652610340333019,426666666.666667,8.111505297687556e-05,-0.0001587649147045111,426666666.666667,3.347767914292778e-07,2.307532770884681e-06,426666666.666667,0.005,0
433333333.3333337,-0.0006530048086090212,0.0004724812004661238,433333333.3333337,6.773157764582158e-05,-0.0001546306796066613,433333333.3333337,4.89546713559388e-07,2.067775817265851e-06,433333333.3333337,0.005,0
440000000.0000004,-0.0006214945930309586,0.0004785029795326082,440000000.0000004,5.539601431046305e-05,-0.000149996401472316,440000000.0000004,6.097570025707335e-07,1.838567818883106e-06,440000000.0000004,0.005,0
446666666.666667,-0.0005908784573580029,0.0004833998436860507,446666666.666667,4.406636583771017e-05,-0.0001449535288348111,446666666.666667,6.997613037988814e-07,1.621687363430555e-06,446666666.666667,0.005,0
453333333.3333337,-0.0005611532053079224,0.0004872419498826942,453333333.3333337,3.369870900077079e-05,-0.00013958468617072,453333333.3333337,7.636041040007329e-07,1.41836920288144e-06,453333333.3333337,0.005,0
460000000.0000004,-0.0005323139382997855,0.0004900962616662865,460000000.0000004,2.424779488830734e-05,-0.0001339642487376677,460000000.0000004,8.050097242281443e-07,1.229388066863365e-06,460000000.0000004,0.005,0
466666666.6666671,-0.000504354203638443,0.0004920266662380889,466666666.6666671,1.566757374645773e-05,-0.0001281588994798624,466666666.6666671,8.27379244414965e-07,1.055134116887119e-06,466666666.6666671,0.005,0
473333333.3333338,-0.000477266134146555,0.0004930940870347829,473333333.3333338,7.911651378231689e-06,-0.0001222281664126368,473333333.3333338,8.337938213664534e-07,8.956803573465724e-07,473333333.3333338,0.005,0
480000000.0000005,-0.0004510405796715509,0.000493356592190845,480000000.0000005,9.336836474801391e-07,-0.0001162249392578817,480000000.0000005,8.270230575278319e-07,7.50842398664359e-07,480000000.0000005,0.005,0
486666666.6666672,-0.0004256672308605178,0.0004928694992400177,486666666.6666672,-5.312284898439275e-06,-0.0001101959644314671,486666666.6666672,8.095372576932653e-07,6.20231025124515e-07,486666666.6666672,0.005,0
493333333.3333338,-0.0004011347355727732,0.0004916854763492615,493333333.3333338,-1.087153277042604e-05,-0.0001041823177669361,493333333.3333338,7.835225748915447e-07,5.032980579753228e-07,493333333.3333338,0.005,0
500000000.0000005,-0.0003774308082810019,0.0004898546403276244,500000000.0000005,-1.578841857044826e-05,-9.821985460373204e-05,500000000.0000005,7.508981954352779e-07,3.993760264436062e-07,500000000.0000005,0.005,0
506666666.6666672,-0.0003545423327914025,0.000487424651614929,506666666.6666672,-2.010617866342002e-05,-9.233963708254122e-05,506666666.6666672,7.133348471726854e-07,3.077121679640979e-07,506666666.6666672,0.005,0
513333333.3333339,-0.0003324554585921689,0.0004844408064277763,513333333.3333339,-2.386676122141568e-05,-8.656833867484373e-05,513333333.3333339,6.722740349509943e-07,2.274972767163028e-07,513333333.3333339,0.005,0
520000000.0000006,-0.0003111556911351695,0.0004809461262049209,520000000.0000006,-2.711069272375825e-05,-8.09286261308968e-05,520000000.0000006,6.289475138705956e-07,1.578899085394412e-07,520000000.0000006,0.005,0
526666666.6666673,-0.000290627976327695,0.0004769814444814802,526666666.6666673,-2.987697333394552e-05,-7.543951916571065e-05,526666666.6666673,5.843966049665923e-07,9.803643236670808e-08,526666666.6666673,0.005,0
533333333.333334,-0.0002708567795116143,0.0004725854912878569,533333333.333334,-3.220299787102394e-05,-7.011672831552688e-05,533333333.333334,5.394910402148287e-07,4.708739520799412e-08,533333333.333334,0.005,0
540000000.0000006,-0.0002518261591886553,0.0004677949751660237,540000000.0000006,-3.412449938103768e-05,-6.497297149357451e-05,540000000.0000006,4.94947095211936e-07,4.210640745792275e-09,540000000.0000006,0.005,0
546666666.6666672,-0.0002335198357400481,0.0004626446628770958,546666666.6666672,-3.567551257441938e-05,-6.001826985134695e-05,546666666.6666672,4.513448293372901e-07,-3.139840792687637e-08,546666666.6666672,0.005,0
553333333.3333338,-0.0002159212553852767,0.0004571674568592125,553333333.3333338,-3.688835463700068e-05,-5.526022361628664e-05,553333333.3333338,4.091443055508858e-07,-6.050892195092082e-08,553333333.3333338,0.005,0
560000000.0000005,-0.0001990136496064999,0.0004513944704937166,560000000.0000005,-3.779362114870511e-05,-5.070426862665785e-05,560000000.0000005,3.687007061253871e-07,-8.384894899369843e-08,560000000.0000005,0.005,0
566666666.6666671,-0.0001827800902636495,0.0004453551012252988,566666666.6666671,-3.842019505277525e-05,-4.635391432400091e-05,566666666.6666671,3.302782973655655e-07,-1.021014881752935e-07,566666666.6666671,0.005,0
573333333.3333337,-0.0001672035406171726,0.0004390771015743445,573333333.3333337,-3.879526680944296e-05,-4.22109639914402e-05,573333333.3333337,2.940632265367168e-07,-1.159020726787883e-07,573333333.3333337,0.005,0
580000000.0000004,-0.000152266902457802,0.0004325866480840941,580000000.0000004,-3.894436405042076e-05,-3.827571804552328e-05,580000000.0000004,2.60175158614829e-07,-1.25837605160198e-07,580000000.0000004,0.005,0
586666666.666667,-0.0001379530595526813,0.0004259084082282347,586666666.666667,-3.889138921249869e-05,-3.454716120096056e-05,586666666.666667,2.286777797569782e-07,-1.324462196786865e-07,586666666.666667,0.005,0
593333333.3333336,-0.000124244917591823,0.0004190656053151828,593333333.3333336,-3.865866378381599e-05,-3.102313433108645e-05,593333333.3333336,1.995882092846611e-07,-1.362179708671137e-07,593333333.3333336,0.005,0
600000000.0000002,-0.0001111254408249919,0.000412080081416174,600000000.0000002,-3.826697793715086e-05,-2.770049184527819e-05,600000000.0000002,1.72885373071074e-07,-1.375961762270512e-07,600000000.0000002,0.005,0
606666666.6666669,-9.857768556594204e-05,0.0004049723583433333,606666666.6666669,-3.773564445377124e-05,-2.457524539700877e-05,606666666.6666669,1.485173990925655e-07,-1.369792606792304e-07,606666666.6666669,0.005,0
613333333.3333335,-8.658483073679714e-05,0.0003977616967076322,613333333.3333335,-3.708255596331086e-05,-2.164269472379606e-05,613333333.3333335,1.264081010730755e-07,-1.347229737995568e-07,613333333.3333335,0.005,0
620000000.0000001,-7.513020561537231e-05,0.0003904661530831409,620000000.0000001,-3.632424463292216e-05,-1.889754640483179e-05,620000000.0000001,1.064626190473612e-07,-1.311428694972222e-07,620000000.0000001,0.005,0
626666666.6666667,-6.419731495136006e-05,0.000383102635301662,626666666.6666667,-3.547594354223635e-05,-1.633402130260258e-05,626666666.6666667,8.857228673768265e-08,-1.265169553084561e-07,626666666.6666667,0.005,0
633333333.3333334,-5.376986159682868e-05,0.0003756869559101788,633333333.3333334,-3.45516490723311e-05,-1.394595143194351e-05,633333333.3333334,7.261879520357015e-08,-1.210884340472784e-07,633333333.3333334,0.005,0
640000000,-4.383176680487962e-05,0.0003682338838153501,640000000,-3.356418372161649e-05,-1.172686697705916e-05,640000000,5.847772062911718e-08,-1.150684743479006e-07,640000000,0.005,0
646666666.6666666,-3.43671883331561e-05,0.0003607571941458523,646666666.6666666,-3.252525883935488e-05,-9.670074149232099e-06,646666666.6666666,4.602148160431851e-08,-1.086389587856953e-07,646666666.6666666,0.005,0
653333333.3333333,-2.536053649011657e-05,0.0003532697163633055,653333333.3333333,-3.144553683775615e-05,-7.768724551443946e-06,653333333.3333333,3.512178808658356e-08,-1.01955168860242e-07,653333333.3333333,0.005,0
659999999.9999999,-1.679648825534851e-05,0.0003457833806483453,659999999.9999999,-3.0334692506872e-05,-6.015876687229455e-06,659999999.9999999,2.565164058933661e-08,-9.514837530072328e-08,659999999.9999999,0.005,0
666666666.6666665,-8.659999593769568e-06,0.0003383092625992462,666666666.6666665,-2.920147311525384e-05,-4.404550221543688e-06,666666666.6666665,1.748693418260034e-08,-8.832831003791508e-08,666666666.6666665,0.005,0
673333333.3333331,-9.36316088168876e-07,0.0003308576262705723,673333333.3333331,-2.805375703099535e-05,-2.927773571913268e-06,673333333.3333331,1.050771778222677e-08,-8.158550288320845e-08,673333333.3333331,0.005,0
679999999.9999998,6.389017999356304e-06,0.0003234379655880181,679999999.9999998,-2.68986106448766e-05,-1.578625378230822e-06,679999999.9999998,4.599155013762681e-09,-7.499347160073479e-08,679999999.9999998,0.005,0
686666666.6666664,1.333015213063805e-05,0.0003160590441739114,686666666.6666664,-2.574234341947642e-05,-3.502703695976015e-07,686666666.6666664,-3.477712060688727e-10,-6.86107587553091e-08,686666666.6666664,0.005,0
693333333.333333,1.990092324948918e-05,0.0003087289336157646,693333333.333333,-2.459056092570502e-05,7.640098824163535e-07,693333333.333333,-4.435772277092887e-09,-6.248281258440876e-08,693333333.333333,0.005,0
699999999.9999996,2.611485080328339e-05,0.0003014550502171881,699999999.9999996,-2.34482157619001e-05,1.770790864787979e-06,699999999.9999996,-7.760951518602367e-09,-5.664371227059561e-08,699999999.9999996,0.005,0
706666666.6666663,3.198513292934146e-05,0.0002942441902647957,706666666.6666663,-2.231965627996884e-05,2.676483246138491e-06,706666666.6666663,-1.041265526779638e-08,-5.111774048344364e-08,706666666.6666663,0.005,0
713333333.3333329,3.752464372069631e-05,0.0002871025638495483,713333333.3333329,-2.120867306946816e-05,3.487314818704709e-06,713333333.3333329,-1.247345046568678e-08,-4.592080799726264e-08,713333333.3333329,0.005,0
719999999.9999995,4.274593148427837e-05,0.0002800358272796501,719999999.9999995,-2.011854317347442e-05,4.209315882405644e-06,719999999.9999995,-1.401920495680238e-08,-4.106173665669391e-08,719999999.9999995,0.005,0
726666666.6666662,4.766121791433615e-05,0.0002730491141225755,726666666.6666662,-1.905207202966984e-05,4.848307719978525e-06,726666666.6666662,-1.511924973219414e-08,-3.65434080248142e-08,726666666.6666662,0.005,0
733333333.3333328,5.228239810124517e-05,0.0002661470649143296,733333333.3333328,-1.801163314792958e-05,5.409893837786696e-06,733333333.3333328,-1.583660508908143e-08,-3.236378577352798e-08,733333333.3333328,0.005,0
739999999.9999994,5.662104130982959e-05,0.0002593338555744488,739999999.9999994,-1.69992055499754e-05,5.89945367048266e-06,739999999.9999994,-1.622825518069487e-08,-2.851682031809128e-08,739999999.9999994,0.005,0
746666666.666666,6.068839245530346e-05,0.0002526132245646918,746666666.666666,-1.601640900960699e-05,6.322138471137051e-06,746666666.666666,-1.634545769036903e-08,-2.499324440971537e-08,746666666.666666,0.005,0
753333333.3333327,6.449537421542236e-05,0.0002459884988303901,753333333.3333327,-1.50645371424027e-05,6.682869129683811e-06,753333333.3333327,-1.623407738872236e-08,-2.178126842342157e-08,753333333.3333327,0.005,0
759999999.9999993,6.805258971760489e-05,0.0002394626185615986,759999999.9999993,-1.414458840266307e-05,6.986335683923536e-06,759999999.9999993,-1.59349341449763e-08,-1.886718395326173e-08,759999999.9999993,0.005,0
766666666.6666659,7.137032574701601e-05,0.000233038160813257,766666666.6666659,-1.325729505236712e-05,7.236998306765065e-06,766666666.6666659,-1.548415756415663e-08,-1.623588408327085e-08,766666666.6666659,0.005,0
773333333.3333325,7.445855641947366e-05,0.0002267173620214573,773333333.3333325,-1.240315017273809e-05,7.43908957188794e-06,773333333.3333325,-1.491354183542059e-08,-1.387130837187416e-08,773333333.3333325,0.005,0
779999999.9999992,7.732694727366914e-05,0.0002205021394535677,779999999.9999992,-1.158243279324438e-05,7.596617817541123e-06,779999999.9999992,-1.425089561078042e-08,-1.175682019206521e-08,779999999.9999992,0.005,0
786666666.6666658,7.998485973239278e-05,0.0002143941116287639,786666666.6666658,-1.079523121613105e-05,7.713371444828643e-06,786666666.6666658,-1.35203828084589e-08,-9.87552362710326e-09,786666666.6666658,0.005,0
793333333.3333324,8.244135589252355e-05,0.0002083946177469932,793333333.3333324,-1.00414646168281e-05,7.792924001819722e-06,793333333.3333324,-1.274285116114867e-08,-8.210526654059758e-09,793333333.3333324,0.005,0
799999999.999999,8.470520360161476e-05,0.0002025047361604079,799999999.999999,-9.320903001759539e-06,7.838639919513129e-06,799999999.999999,-1.193614612427418e-08,-6.745156863029448e-09,799999999.999999,0.005,0
806666666.6666657,8.678488178434892e-05,0.0001967253019244679,806666666.6666657,-8.63318560571377e-06,7.853680778887633e-06,806666666.6666657,-1.111540843397449e-08,-5.463135472603248e-09,806666666.6666657,0.005,0
813333333.3333323,8.868858598291429e-05,0.0001910569234631378,813333333.3333323,-7.977837810784319e-06,7.841012000735681e-06,813333333.3333323,-1.029335417452237e-08,-4.34871492146418e-09,813333333.3333323,0.005,0
819999999.9999989,9.042423407995014e-05,0.0001854999983818891,819999999.9999989,-7.354286668017328e-06,7.803409861530231e-06,819999999.9999989,-9.480536688970579e-09,-3.38678484468251e-09,819999999.9999989,0.005,0
826666666.6666656,9.199947217274282e-05,0.0001800547284629246,826666666.6666656,-6.761875101956733e-06,7.743468749083426e-06,826666666.6666656,-8.685590059555284e-09,-2.562950793356723e-09,826666666.6666656,0.005,0
833333333.3333322,9.342168057184581e-05,0.0001747211338746021,833333333.3333322,-6.199874876270857e-06,7.663608581808447e-06,833333333.3333322,-7.915454204049199e-09,-1.863589624018864e-09,833333333.3333322,0.005,0
839999999.9999988,9.469797989763675e-05,0.0001694990666276758,839999999.9999988,-5.667498397073652e-06,7.566082324087735e-06,839999999.9999988,-7.175581890296156e-09,-1.275885078135114e-09,839999999.9999988,0.005,0
846666666.6666654,9.583523725081744e-05,0.0001643882233097068,846666666.6666654,-5.163909427933507e-06,7.452983538857683e-06,846666666.6666654,-6.47012817337078e-09,-7.878466911905853e-10,846666666.6666654,0.005,0
853333333.3333321,9.684007243678308e-05,0.0001593881571272171,853333333.3333321,-4.688232788299258e-06,7.326253925833675e-06,853333333.3333321,-5.802122914940426e-09,-3.883148169234347e-10,853333333.3333321,0.005,0
859999999.9999987,9.771886422101679e-05,0.0001544982892862815,859999999.9999987,-4.239563104343802e-06,7.187690800805284e-06,859999999.9999987,-5.17362715891206e-09,-6.695422445189913e-11,859999999.9999987,0.005,0
866666666.6666653,9.847775660022306e-05,0.0001497179197398661,866666666.6666653,-3.816972678386205e-06,7.038954477776905e-06,866666666.6666653,-4.585874219405189e-09,1.857615738359382e-10,866666666.6666653,0.005,0
873333333.3333319,9.912266506983444e-05,0.0001450462373294812,873333333.3333319,-3.419518540260201e-06,6.881575521216981e-06,873333333.3333319,-4.039396389452764e-09,3.785733802018234e-10,873333333.3333319,0.005,0
879999999.9999986,9.965928287512163e-05,0.0001404823293492213,879999999.9999986,-3.04624874098553e-06,6.716961841097129e-06,879999999.9999986,-3.534138208635539e-09,5.19465120873632e-10,879999999.9999986,0.005,0
886666666.6666652,0.0001000930872293981,0.0001360251905575444,886666666.6666652,-2.696207946167416e-06,6.546405607802461e-06,886666666.6666652,-3.069557237625384e-09,6.156969976136879e-10,886666666.6666652,0.005,0
893333333.3333318,0.0001004293454900355,0.0001316737316623274,893333333.3333318,-2.368442383566136e-06,6.37108996829874e-06,893333333.3333318,-2.644713282314398e-09,6.738417741511485e-10,893333333.3333318,0.005,0
