/Aout X,/Aout YRe,/Aout YReImag,/Bout X,/Bout YRe,/Bout YReImag,/Cout X,/Cout YRe,/Cout YReImag,/Vin X,/Vin YRe,/Vin YReImag
899999999.9999985,0.0001006731212778618,0.0001274267873044836,899999999.9999985,-2.062004196362588e-06,6.192095548671876e-06,899999999.9999985,-2.25834699203934e-09,6.998231714709584e-10,899999999.9999985,0.005,0
906666666.6666651,0.0001008292805323819,0.0001232831235628089,906666666.6666651,-1.7759552506905e-06,6.010406731412664e-06,906666666.6666651,-1.908948728714941e-09,6.989555065898378e-10,906666666.6666651,0.005,0
913333333.3333317,0.0001009024974924469,0.0001192414450035846,913333333.3333317,-1.509370443196018e-06,5.826917698859256e-06,913333333.3333317,-1.594818568399671e-09,6.759838524377972e-10,913333333.3333317,0.005,0
919999999.9999983,0.0001008972605947504,0.0001153004012968829,919999999.9999983,-1.261340551636269e-06,5.642438236751104e-06,919999999.9999983,-1.314118256393866e-09,6.351241217921554e-10,919999999.9999983,0.005,0
926666666.666665,0.0001008178782830867,0.0001114585934207153,926666666.666665,-1.030974668736468e-06,5.457699294230188e-06,926666666.666665,-1.0649158924407e-09,5.801025887941779e-10,926666666.666665,0.005,0
933333333.3333316,0.0001006684847229249,0.0001077145794733001,933333333.3333316,-8.17402256984484e-07,5.273358298598066e-06,933333333.3333316,-8.452240758678913e-10,5.141944575726344e-10,933333333.3333316,0.005,0
939999999.9999982,0.0001004530454140214,0.0001040668801135408,939999999.9999982,-6.197748595912294e-07,5.090004224845028e-06,939999999.9999982,-6.530321926722845e-10,4.402611709237551e-10,939999999.9999982,0.005,0
946666666.6666648,0.0001001753626992638,0.0001005139836481224,946666666.6666648,-4.372675002273001e-07,4.908162421640971e-06,946666666.6666648,-4.863334779313347e-10,3.607862240714285e-10,946666666.6666648,0.005,0
953333333.3333315,9.983908116309127e-05,9.70543507836317e-05,953333333.3333315,-2.690798020904849e-07,4.728299196571664e-06,953333333.3333315,-3.431474395655897e-10,2.779093101028971e-10,953333333.3333315,0.005,0
959999999.9999981,9.944769291804279e-05,9.368641906064775e-05,959999999.9999981,-1.14436854470494e-07,4.550826164686451e-06,959999999.9999981,-2.215381821781756e-10,1.934586761861624e-10,959999999.9999981,0.005,0
966666666.6666647,9.900454277598325e-05,9.040860698748955e-05,966666666.6666647,2.741014701386406e-08,4.376104365280114e-06,966666666.6666647,-1.196291248335796e-10,1.089816140428282e-10,966666666.6666647,0.005,0
973333333.3333313,9.85128333020758e-05,8.721931788802513e-05,973333333.3333313,1.571834624067546e-07,4.20444815259141e-06,973333333.3333313,-3.561456302974554e-11,2.577304520168113e-11,973333333.3333313,0.005,0
979999999.999998,9.797562974995959e-05,8.411694348015195e-05,979999999.999998,2.755785492885427e-07,4.0361288667824e-06,979999999.999998,3.223151616426481e-11,-5.509780768509298e-11,979999999.999998,0.005,0
986666666.6666646,9.739586487666875e-05,8.109986719886993e-05,986666666.6666646,3.832639640988324e-07,3.871378292024548e-06,986666666.6666646,8.554899581786671e-11,-1.327626468746092e-10,986666666.6666646,0.005,0
993333333.3333312,9.677634363659885e-05,7.816646727815546e-05,993333333.3333312,4.808814040497179e-07,3.710391908943395e-06,993333333.3333312,1.258872343950932e-10,-2.065311861748408e-10,993333333.3333312,0.005,0
1000000000,9.611974775470896e-05,7.531511960474052e-05,1000000000,5.690458723729339e-07,3.553331948955374e-06,1000000000,1.547024153825739e-10,-2.758700451605629e-10,1000000000,0.005,0
