/Cout X,/Cout Y,/Bout X,/Bout Y,/Aout X,/Aout Y
0.4360000000000003,0.2964307141435248,0.4360000000000003,0.3859994837345971,0.4360000000000003,0.4308034341227422
0.4400000000000003,0.4991511176398343,0.4400000000000003,0.4574234611496005,0.4400000000000003,0.4484594926413798
0.4440000000000003,0.9890802108327217,0.4440000000000003,0.5458721220366901,0.4440000000000003,0.4668801944523476
0.4480000000000003,1.354919979994971,0.4480000000000003,0.6467563006320532,0.4480000000000003,0.4859664900274472
0.4520000000000003,1.44397838853165,0.4520000000000003,0.7573251668663415,0.4520000000000003,0.5056481261068771
0.4560000000000003,1.469470845264351,0.4560000000000003,0.8742278110969023,0.4560000000000003,0.5258730037480956
0.4600000000000004,1.476111171425671,0.4600000000000004,0.9931901727664727,0.4600000000000004,0.5465995921810723
0.4640000000000004,1.479512354579573,0.4640000000000004,1.109216623599632,0.4640000000000004,0.5677921910135203
0.4680000000000004,1.481732485342043,0.4680000000000004,1.213240414631451,0.4680000000000004,0.5894180998125886
0.4720000000000004,1.483018817456137,0.4720000000000004,1.286434661593562,0.4720000000000004,0.6114459315459684
0.4760000000000004,1.483765835508329,0.4760000000000004,1.334343791786009,0.4760000000000004,0.6338445869264078
0.4800000000000004,1.484254963241058,0.4800000000000004,1.36833258722424,0.4800000000000004,0.6565825944574554
