/Aout X,/Aout Y,/Bout X,/Bout Y,/Cout X,/Cout Y,/Vin X,/Vin Y
-60,0.2474540347947239,-60,0.1958511672526282,-60,0.1957808663591218,-60,0.45
-58.6,0.2501788052238916,-58.6,0.1967580437847554,-58.6,0.1966687260662139,-58.6,0.45
-57.2,0.252954167571261,-57.2,0.1976621996313251,-57.2,0.1975544118713245,-57.2,0.45
-55.8,0.2557812848720845,-55.8,0.1985678330412211,-55.8,0.1984379804916796,-55.8,0.45
-54.40000000000001,0.2586613240503637,-54.40000000000001,0.1994756362050555,-54.40000000000001,0.1993194708150717,-54.40000000000001,0.45
-53.00000000000001,0.2615954336412846,-53.00000000000001,0.2003864121479813,-53.00000000000001,0.2001989234872639,-53.00000000000001,0.45
-51.60000000000001,0.2645847337103499,-51.60000000000001,0.2013010911124044,-51.60000000000001,0.2010763811352682,-51.60000000000001,0.45
-50.20000000000001,0.267630304061353,-50.20000000000001,0.2022207489244054,-50.20000000000001,0.2019518886353372,-50.20000000000001,0.45
-48.80000000000001,0.270733170708888,-48.80000000000001,0.2031466274968571,-48.80000000000001,0.2028254934328758,-48.80000000000001,0.45
-47.40000000000001,0.2738942905341612,-47.40000000000001,0.2040801576100517,-47.40000000000001,0.2036972459268976,-47.40000000000001,0.45
-46.00000000000001,0.2771145341123162,-46.00000000000001,0.2050229841009438,-46.00000000000001,0.2045671999344191,-46.00000000000001,0.45
-44.60000000000002,0.2803946667780141,-44.60000000000002,0.2059769935793627,-44.60000000000002,0.2054354132538088,-44.60000000000002,0.45
-43.20000000000002,0.2837353280995366,-43.20000000000002,0.2069443447757622,-43.20000000000002,0.2063019483503286,-43.20000000000002,0.45
-41.80000000000002,0.2871370100588982,-41.80000000000002,0.2079275016129147,-41.80000000000002,0.2071668731930296,-41.80000000000002,0.45
-40.40000000000002,0.2906000343864507,-40.40000000000002,0.208929269086764,-40.40000000000002,0.2080302622786739,-40.40000000000002,0.45
-39.00000000000002,0.2941245296636298,-39.00000000000002,0.2099528320445259,-39.00000000000002,0.2088921978876588,-39.00000000000002,0.45
-37.60000000000002,0.2977104089795726,-37.60000000000002,0.2110017969673725,-37.60000000000002,0.2097527716276142,-37.60000000000002,0.45
-36.20000000000002,0.3013573490865556,-36.20000000000002,0.2120802369084697,-36.20000000000002,0.2106120863351884,-36.20000000000002,0.45
-34.80000000000003,0.3050647721263413,-34.80000000000003,0.2131927398134379,-34.80000000000003,0.2114702584250714,-34.80000000000003,0.45
-33.40000000000003,0.3088318310689022,-33.40000000000003,0.2143444605687582,-33.40000000000003,0.2123274207999951,-33.40000000000003,0.45
-32.00000000000003,0.3126573999928419,-32.00000000000003,0.2155411772940952,-32.00000000000003,0.2131837264679436,-32.00000000000003,0.45
-30.60000000000003,0.3165400702234322,-30.60000000000003,0.2167893526259335,-30.60000000000003,0.2140393530565313,-30.60000000000003,0.45
-29.20000000000003,0.3204781531189256,-29.20000000000003,0.2180962010410636,-29.20000000000003,0.2148945084729272,-29.20000000000003,0.45
-27.80000000000003,0.3244696899646873,-27.80000000000003,0.2194697636494725,-27.80000000000003,0.2157494380374177,-27.80000000000003,0.45
-26.40000000000003,0.328512469019399,-26.40000000000003,0.2209189923586946,-26.40000000000003,0.216604433527488,-26.40000000000003,0.45
-25.00000000000004,0.3326040492978687,-25.00000000000004,0.2224538458948472,-25.00000000000004,0.2174598447197415,-25.00000000000004,0.45
-23.60000000000004,0.3367468514648206,-23.60000000000004,0.224090783462192,-23.60000000000004,0.2183206784964742,-23.60000000000004,0.45
-22.20000000000004,0.3409344500467808,-22.20000000000004,0.2258385328951048,-22.20000000000004,0.2191841794364791,-22.20000000000004,0.45
-20.80000000000004,0.3451624792391362,-20.80000000000004,0.2277093841803397,-20.80000000000004,0.2200496910020427,-20.80000000000004,0.45
-19.40000000000004,0.3494279111824753,-19.40000000000004,0.2297187151753502,-19.40000000000004,0.2209180003222711,-19.40000000000004,0.45
