/in X,/in Y,/out X,/out Y
57.59999999999992,0.75,57.59999999999992,1.42897267170331
58.99999999999992,0.75,58.99999999999992,1.428444880058527
60.39999999999992,0.75,60.39999999999992,1.427918176193043
61.79999999999992,0.75,61.79999999999992,1.42739253791857
63.19999999999992,0.75,63.19999999999992,1.426867943251349
64.59999999999992,0.75,64.59999999999992,1.426344370403916
65.99999999999993,0.75,65.99999999999993,1.425821797776634
67.39999999999993,0.75,67.39999999999993,1.425300203949049
68.79999999999994,0.75,68.79999999999994,1.424779567671076
70.19999999999995,0.75,70.19999999999995,1.42425986785414
71.59999999999995,0.75,71.59999999999995,1.423741083562278
72.99999999999996,0.75,72.99999999999996,1.42322319400332
74.39999999999996,0.75,74.39999999999996,1.422706178520248
75.79999999999997,0.75,75.79999999999997,1.422190016582809
77.19999999999997,0.75,77.19999999999997,1.421674687779564
78.59999999999998,0.75,78.59999999999998,1.421160171810514
79.99999999999999,0.75,79.99999999999999,1.420646448480379
81.39999999999999,0.75,81.39999999999999,1.420133497692843
82.8,0.75,82.8,1.419621299445818
84.2,0.75,84.2,1.419109833827996
85.60000000000001,0.75,85.60000000000001,1.418599081016881
87.00000000000001,0.75,87.00000000000001,1.418089021278411
88.40000000000002,0.75,88.40000000000002,1.417579634968454
89.80000000000003,0.75,89.80000000000003,1.417070902536265
91.20000000000003,0.75,91.20000000000003,1.416562804530023
92.60000000000004,0.75,92.60000000000004,1.416055321604589
94.00000000000004,0.75,94.00000000000004,1.415548434531472
95.40000000000005,0.75,95.40000000000005,1.415042124211017
96.80000000000005,0.75,96.80000000000005,1.414536371686723
98.20000000000006,0.75,98.20000000000006,1.414031158161567
99.60000000000007,0.75,99.60000000000007,1.413526465016059
101.0000000000001,0.75,101.0000000000001,1.413022273827896
102.4000000000001,0.75,102.4000000000001,1.412518566392697
103.8000000000001,0.75,103.8000000000001,1.412015324745619
105.2000000000001,0.75,105.2000000000001,1.411512531183338
106.6000000000001,0.75,106.6000000000001,1.411010168286012
108.0000000000001,0.75,108.0000000000001,1.41050821893882
109.4000000000001,0.75,109.4000000000001,1.410006666352644
110.8000000000001,0.75,110.8000000000001,1.409505494083578
112.2000000000001,0.75,112.2000000000001,1.409004686050919
113.6000000000001,0.75,113.6000000000001,1.408504226553472
115.0000000000001,0.75,115.0000000000001,1.408004100283919
116.4000000000001,0.75,116.4000000000001,1.407504292341288
117.8000000000001,0.75,117.8000000000001,1.407004788241449
119.2000000000001,0.75,119.2000000000001,1.406505573925748
120.6000000000002,0.75,120.6000000000002,1.406006635767994
122.0000000000002,0.75,122.0000000000002,1.40550796057996
123.4000000000002,0.75,123.4000000000002,1.405009535615724
124.8000000000002,0.75,124.8000000000002,1.404511348575164
126.2000000000002,0.75,126.2000000000002,1.404013387606943
127.6000000000002,0.75,127.6000000000002,1.403515641311406
129.0000000000002,0.75,129.0000000000002,1.403018098743728
130.4000000000002,0.75,130.4000000000002,1.402520749417699
131.8000000000002,0.75,131.8000000000002,1.402023583310543
133.2000000000002,0.75,133.2000000000002,1.401526590869147
134.6000000000002,0.75,134.6000000000002,1.401029763017973
136.0000000000002,0.75,136.0000000000002,1.400533091169114
137.4000000000002,0.75,137.4000000000002,1.400036567234697
138.8000000000002,0.75,138.8000000000002,1.399540183641996
140.2000000000002,0.75,140.2000000000002,1.399043933351522
141.6000000000002,0.75,141.6000000000002,1.398547809878396
143.0000000000002,0.75,143.0000000000002,1.398051807317237
144.4000000000002,0.75,144.4000000000002,1.397555920370842
145.8000000000002,0.75,145.8000000000002,1.397060144382966
147.2000000000002,0.75,147.2000000000002,1.396564475375379
148.6000000000003,0.75,148.6000000000003,1.39606891008954
150,0.75,150,1.395573446033171
