"/net2 (Rf=1000,R1=500) X","/net2 (Rf=1000,R1=500) Y","/net2 (Rf=3000,R1=1500) X","/net2 (Rf=3000,R1=1500) Y","/net2 (Rf=5000,R1=2500) X","/net2 (Rf=5000,R1=2500) Y","/net2 (Rf=7500,R1=3750) X","/net2 (Rf=7500,R1=3750) Y","/net2 (Rf=10000,R1=5000) X","/net2 (Rf=10000,R1=5000) Y","/net2 (Rf=15000,R1=7500) X","/net2 (Rf=15000,R1=7500) Y","/net2 (Rf=17500,R1=8750) X","/net2 (Rf=17500,R1=8750) Y","/net2 (Rf=20000,R1=10000) X","/net2 (Rf=20000,R1=10000) Y","/net2 (Rf=25000,R1=12500) X","/net2 (Rf=25000,R1=12500) Y","/net2 (Rf=27500,R1=13750) X","/net2 (Rf=27500,R1=13750) Y","/net2 (Rf=30000,R1=15000) X","/net2 (Rf=30000,R1=15000) Y","/net2 (Rf=35000,R1=17500) X","/net2 (Rf=35000,R1=17500) Y","/net2 (Rf=37500,R1=18750) X","/net2 (Rf=37500,R1=18750) Y","/net2 (Rf=40000,R1=20000) X","/net2 (Rf=40000,R1=20000) Y"
0.1066666666666667,0.05062181138651591,0.1066666666666667,0.1017092346769002,0.1066666666666667,0.1309281444595926,0.1066666666666667,0.1553270801262352,0.1066666666666667,0.1728830796723044,0.1066666666666667,0.197547946083973,0.1066666666666667,0.2068222698071743,0.1066666666666667,0.2147879708057298,0.1066666666666667,0.2279330669103961,0.1066666666666667,0.2334775846064353,0.1066666666666667,0.238500358008577,0.1066666666666667,0.2473044315312285,0.1066666666666667,0.2512050576174418,0.1066666666666667,0.2548314101609034
0.1173333333333334,0.05062213703165101,0.1173333333333334,0.1017106598103454,0.1173333333333334,0.1309306932875825,0.1173333333333334,0.1553309741926396,0.1173333333333334,0.1728882541172629,0.1173333333333334,0.1975555281355637,0.1173333333333334,0.2068309956528541,0.1173333333333334,0.214797808445537,0.1173333333333334,0.2279450489123271,0.1173333333333334,0.2334906056353483,0.1173333333333334,0.2385143993628323,0.1173333333333334,0.2473204653789205,0.1173333333333334,0.2512220669363679,0.1173333333333334,0.254849382957793
0.128,0.05062258254575671,0.128,0.1017126095766161,0.128,0.1309341804808486,0.128,0.1553363019997676,0.128,0.1728953338681099,0.128,0.1975659024160334,0.128,0.2068429351745989,0.128,0.2148112694755694,0.128,0.2279614447004086,0.128,0.2335084235070044,0.128,0.238533613772803,0.128,0.2473424071006445,0.128,0.2512453439498292,0.128,0.2548739788939469
0.1386666666666667,0.0506231902526753,0.1386666666666667,0.1017152692549974,0.1386666666666667,0.1309389374916087,0.1386666666666667,0.155343570080995,0.1386666666666667,0.1729049921885432,0.1386666666666667,0.1975800559494519,0.1386666666666667,0.2068592245691924,0.1386666666666667,0.2148296351628304,0.1386666666666667,0.2279838155453922,0.1386666666666667,0.2335327352618091,0.1386666666666667,0.2385598316675962,0.1386666666666667,0.2473723477900479,0.1386666666666667,0.251277107455779,0.1386666666666667,0.2549075429607663
0.1493333333333333,0.05062401638747741,0.1493333333333333,0.1017188850573852,0.1493333333333333,0.1309454048271866,0.1493333333333333,0.1553534517187903,0.1493333333333333,0.1729181240887777,0.1493333333333333,0.1975993011512502,0.1493333333333333,0.2068813747701528,0.1493333333333333,0.2148546095426951,0.1493333333333333,0.2280142383162306,0.1493333333333333,0.2335657986094444,0.1493333333333333,0.2385954884645949,0.1493333333333333,0.2474130702479457,0.1493333333333333,0.2513203104995379,0.1493333333333333,0.2549531964701244
0.16,0.05062513509996697,0.16,0.1017237816927542,0.16,0.1309541635290855,0.16,0.1553668351519057,0.16,0.1729359105256505,0.16,0.1976253702927746,0.16,0.2069113803794342,0.16,0.2148884424691107,0.16,0.2280554559205645,0.16,0.2336105957179662,0.16,0.2386438015168667,0.16,0.2474682517708034,0.16,0.2513788558851278,0.16,0.2550150651794953
0.1706666666666667,0.05062664331313663,0.1706666666666667,0.1017303837066314,0.1706666666666667,0.1309659734536218,0.1706666666666667,0.1553848822612092,0.1706666666666667,0.1729598966359205,0.1706666666666667,0.1976605308304673,0.1706666666666667,0.2069518527780231,0.1706666666666667,0.2149340801086567,0.1706666666666667,0.2281110616095725,0.1706666666666667,0.2336710340379915,0.1706666666666667,0.2387089872480524,0.1706666666666667,0.2475427133963176,0.1706666666666667,0.2514578612691468,0.1706666666666667,0.2550985601235694
0.1813333333333333,0.05062866647209099,0.1813333333333333,0.1017392407742025,0.1813333333333333,0.1309818187082326,0.1813333333333333,0.1554090983357785,0.1813333333333333,0.1729920848782041,0.1813333333333333,0.1977077230933566,0.1813333333333333,0.2070061792512559,0.1813333333333333,0.2149953450774708,0.1813333333333333,0.2281857201342264,0.1813333333333333,0.233752187573276,0.1813333333333333,0.2387965223303872,0.1813333333333333,0.2476427204104523,0.1813333333333333,0.2515639791462189,0.1813333333333333,0.2552107169866652
0.192,0.05063136514431476,0.192,0.1017510568127893,0.192,0.1310029600588625,0.192,0.1554414127345174,0.192,0.173035042960334,0.192,0.1977707204882708,0.192,0.2070787085010833,0.192,0.2150771468498873,0.192,0.2282854270193123,0.192,0.2338605802424591,0.192,0.2389134509678268,0.192,0.2477763371263737,0.192,0.2517057752673442,0.192,0.2553605981257482
0.2026666666666666,0.05063494232646053,0.2026666666666666,0.1017667223373405,0.2026666666666666,0.1310309933639154,0.2026666666666666,0.1554842691520126,0.2026666666666666,0.1730920250271045,0.2026666666666666,0.1978543105212987,0.2026666666666666,0.2071749608841546,0.2026666666666666,0.2151857208960879,0.2026666666666666,0.2284178048684579,0.2026666666666666,0.2340045105775005,0.2026666666666666,0.2390687379290216,0.2026666666666666,0.2479538365759715,0.2026666666666666,0.251894166727432,0.2026666666666666,0.2555597591407511
0.2133333333333333,0.05063965118116062,0.2133333333333333,0.1017873489346616,0.2133333333333333,0.131067912153702,0.2133333333333333,0.1555407228433429,0.2133333333333333,0.1731671028825754,0.2133333333333333,0.1979644927202183,0.2133333333333333,0.2073018593240212,0.2133333333333333,0.2153288924871022,0.2133333333333333,0.228592432973886,0.2133333333333333,0.2341944143696939,0.2133333333333333,0.2392736643876095,0.2133333333333333,0.2481881633865592,0.2133333333333333,0.2521429187613221,0.2133333333333333,0.2558227799046718
0.2239999999999999,0.05064580278437795,0.2239999999999999,0.1018143041441739,0.2239999999999999,0.1311161714807428,0.2239999999999999,0.1556145407489142,0.2239999999999999,0.1732653022763824,0.2239999999999999,0.198108687370767,0.2239999999999999,0.2074679745666886,0.2239999999999999,0.2155163587848776,0.2239999999999999,0.2288212042902171,0.2239999999999999,0.2344432598047795,0.2239999999999999,0.2395422617638745,0.2239999999999999,0.2484954468462954,0.2239999999999999,0.2524691984094295,0.2239999999999999,0.2561678595410887
0.2346666666666666,0.05065377333481662,0.2346666666666666,0.1018492445150065,0.2346666666666666,0.1311787493130044,0.2346666666666666,0.1557102992899883,0.2346666666666666,0.1733927379026715,0.2346666666666666,0.1982959474675977,0.2346666666666666,0.2076837770062216,0.2346666666666666,0.2157599815492152,0.2346666666666666,0.2291187031152092,0.2346666666666666,0.2347669693262678,0.2346666666666666,0.2398917789598365,0.2346666666666666,0.248895562630521,0.2346666666666666,0.2528941854559349,0.2346666666666666,0.2566174779490542
0.2453333333333333,0.05066401019315041,0.2453333333333333,0.101894144296087,0.2453333333333333,0.1312592012681333,0.2453333333333333,0.1558334740427389,0.2453333333333333,0.1735567402283991,0.2453333333333333,0.1985371661550538,0.2453333333333333,0.2079618875539916,0.2453333333333333,0.2160740835260596,0.2453333333333333,0.2295025988744445,0.2453333333333333,0.235184865361218,0.2453333333333333,0.2403431822432254,0.2453333333333333,0.2494127478598476,0.2453333333333333,0.2534437486219352,0.2453333333333333,0.2571991355859638
0.2559999999999999,0.05067703610761781,0.2559999999999999,0.1019513172219115,0.2559999999999999,0.1313617045914123,0.2559999999999999,0.1559905158424469,0.2559999999999999,0.1737659679809139,0.2559999999999999,0.1988452737903775,0.2559999999999999,0.2083173226683357,0.2559999999999999,0.2164757451620074,0.2559999999999999,0.2299940573479488,0.2559999999999999,0.2357201444268593,0.2559999999999999,0.2409216960516889,0.2559999999999999,0.2500762870585244,0.2559999999999999,0.2541492101705928,0.2559999999999999,0.2579462009153562
0.2666666666666666,0.05069345105267978,0.2666666666666666,0.1020234292131415,0.2666666666666666,0.1314910880111959,0.2666666666666666,0.1561889091842313,0.2666666666666666,0.1740305021653113,0.2666666666666666,0.1992354227486385,0.2666666666666666,0.2087677339025566,0.2666666666666666,0.2169851049969068,0.2666666666666666,0.2306181810266922,0.2666666666666666,0.236400396705513,0.2666666666666666,0.2416574080732274,0.2666666666666666,0.2509213076910028,0.2666666666666666,0.2550482467584223,0.2666666666666666,0.2588989235848017
0.2773333333333333,0.05071393123787764,0.2773333333333333,0.1021135004160719,0.2773333333333333,0.1316528452701191,0.2773333333333333,0.1564372107678855,0.2773333333333333,0.1743619204447893,0.2773333333333333,0.1997251636599125,0.2773333333333333,0.2093336496001704,0.2773333333333333,0.2176256763691661,0.2773333333333333,0.2314045046874726,0.2773333333333333,0.2372582057668947,0.2773333333333333,0.2425859832260398,0.2773333333333333,0.2519897542409112,0.2773333333333333,0.2561860101165442,0.2773333333333333,0.2601057133369289
0.2879999999999999,0.05073922498459179,0.2879999999999999,0.1022248956271948,0.2879999999999999,0.1318531313031643,0.2879999999999999,0.1567450680219373,0.2879999999999999,0.1747733537290803,0.2879999999999999,0.2003346227363373,0.2879999999999999,0.2100387343983887,0.2879999999999999,0.2184247036496376,0.2879999999999999,0.2323875897044282,0.2879999999999999,0.2383318850130462,0.2879999999999999,0.2437495583424773,0.2879999999999999,0.2533316504400972,0.2879999999999999,0.2576166002121345,0.2879999999999999,0.2616248434612923
0.2986666666666666,0.05077014525995453,0.2986666666666666,0.1023613025162787,0.2986666666666666,0.1320987407129041,0.2986666666666666,0.1571232186582792,0.2986666666666666,0.1752795288521986,0.2986666666666666,0.2010866948499896,0.2986666666666666,0.2109100895891846,0.2986666666666666,0.219413591760301,0.2986666666666666,0.2336077803295221,0.2986666666666666,0.2396664334778951,0.2986666666666666,0.2451979231790173,0.2986666666666666,0.255006813730509,0.2986666666666666,0.2594050914276625,0.2986666666666666,0.2635268213480104
0.3093333333333332,0.05080755866749009,0.3093333333333332,0.1025266970159078,0.3093333333333332,0.1323970680768484,0.3093333333333332,0.1575834722760117,0.3093333333333332,0.175896801656829,0.3093333333333332,0.2020072703514087,0.3093333333333332,0.2119786235524805,0.3093333333333332,0.2206284529651237,0.3093333333333332,0.2351122082907192,0.3093333333333332,0.2413148261759137,0.3093333333333332,0.246990137879324,0.3093333333333332,0.257087263756864,0.3093333333333332,0.261630412373571,0.3093333333333332,0.2658977958549317
0.3199999999999999,0.05085237065263179,0.3199999999999999,0.1027252948972527,0.3199999999999999,0.1327560488832718,0.3199999999999999,0.1581386739881466,0.3199999999999999,0.1766431839609297,0.3199999999999999,0.2031255160282431,0.3199999999999999,0.2132795276501633,0.3199999999999999,0.2221108268317284,0.3199999999999999,0.2369561633860474,0.3199999999999999,0.2433398004359592,0.3199999999999999,0.2491968026469106,0.3199999999999999,0.2596606884016388,0.3199999999999999,0.2643895407542748,0.3199999999999999,0.2688445804233334
0.3306666666666666,0.0509055066894366,0.3306666666666666,0.1029614883283028,0.3306666666666666,0.1331840792688805,0.3306666666666666,0.1588026490878931,0.3306666666666666,0.1775383672413262,0.3306666666666666,0.2044742346918001,0.3306666666666666,0.2148529027082565,0.3306666666666666,0.2239086478351281,0.3306666666666666,0.239204997409262,0.3306666666666666,0.2458163740163736,0.3306666666666666,0.2519033026359251,0.3306666666666666,0.2628355368824644,0.3306666666666666,0.2678037519607734,0.3306666666666666,0.2725022385196879
0.3413333333333332,0.05096788941516334,0.3413333333333332,0.1032397667352644,0.3413333333333332,0.1336899133287192,0.3413333333333332,0.1595901284152376,0.3413333333333332,0.1786037477215928,0.3413333333333332,0.2060903377329786,0.3413333333333332,0.2167446001575635,0.3413333333333332,0.2260775682975367,0.3413333333333332,0.2419368135271732,0.3413333333333332,0.248835457798091,0.3413333333333332,0.2552145356271219,0.3413333333333332,0.2667486737863457,0.3413333333333332,0.272028159113587,0.3413333333333332,0.2770458526037081
0.3519999999999999,0.05104041218721524,0.3519999999999999,0.1035646230988733,0.3519999999999999,0.1342825395811655,0.3519999999999999,0.1605166586345143,0.3519999999999999,0.1798624641578149,0.3519999999999999,0.2080154852154433,0.3519999999999999,0.2190073769351711,0.3519999999999999,0.2286828027776651,0.3519999999999999,0.2452463385060136,0.3519999999999999,0.252509144645686,0.3519999999999999,0.2592619518168859,0.3519999999999999,0.2715771864148541,0.3519999999999999,0.2772667043173736,0.3519999999999999,0.2827093743600722
0.3626666666666665,0.05112391036037814,0.3626666666666665,0.1039404500355777,0.3626666666666665,0.1349710435143276,0.3626666666666665,0.1615985103435972,0.3626666666666665,0.181339472188435,0.3626666666666665,0.2102969826871978,0.3626666666666665,0.221702521643738,0.3626666666666665,0.2318017565547597,0.3626666666666665,0.2492506187775784,0.3626666666666665,0.2569786291617054,0.3626666666666665,0.2642142954909902,0.3626666666666665,0.277557145008362,0.3626666666666665,0.2837965006218026,0.3626666666666665,0.2898169364652984
0.3733333333333332,0.05121913257071853,0.3733333333333332,0.1043714341148407,0.3733333333333332,0.1357644702546151,0.3733333333333332,0.1628526057496554,0.3733333333333332,0.1830616971169877,0.3733333333333332,0.2129890757286229,0.3733333333333332,0.2249021987531221,0.3733333333333332,0.2355278516873919,0.3733333333333332,0.2540975807788061,0.3733333333333332,0.262426341871052,0.3733333333333332,0.2702944112673519,0.3733333333333332,0.2850143535320458,0.3733333333333332,0.2920087648609604,0.3733333333333332,0.2988369452237046
0.3839999999999998,0.05132671517108618,0.3839999999999998,0.1048614607118416,0.3839999999999998,0.1366717084766016,0.3839999999999998,0.1642965030059826,0.3839999999999998,0.1850583281961223,0.3839999999999998,0.2161548544174817,0.3839999999999998,0.2286928865864234,0.3839999999999998,0.2399761907484093,0.3839999999999998,0.2599791369448121,0.3839999999999998,0.2690949238788579,0.3839999999999998,0.2778061472794902,0.3839999999999998,0.2944162648853452,0.3839999999999998,0.3024799852032557,0.3839999999999998,0.3104790528154421
0.3946666666666665,0.0514471633448457,0.3946666666666665,0.1054140438845129,0.3946666666666665,0.137701421406381,0.3946666666666665,0.1659484827083159,0.3946666666666665,0.1873613389034003,0.3946666666666665,0.2198690730945058,0.3946666666666665,0.2331804645940856,0.3946666666666665,0.2452920273156975,0.3946666666666665,0.2671515049935481,0.3946666666666665,0.2773173194096482,0.3946666666666665,0.2871781169564194,0.3946666666666665,0.3064614061856694,0.3946666666666665,0.3160982022623605,0.3946666666666665,0.3258708918759991
0.4053333333333332,0.05158084207100525,0.4053333333333332,0.1060322951686033,0.4053333333333332,0.1388620512395005,0.4053333333333332,0.1678277877153745,0.4053333333333332,0.1900063371698648,0.4053333333333332,0.2242223099975797,0.4053333333333332,0.2384977456377033,0.4053333333333332,0.2516634582503445,0.4053333333333332,0.2759667439370551,0.4053333333333332,0.2875644986089321,0.4053333333333332,0.299034760816991,0.4053333333333332,0.3222311677970239,0.4053333333333332,0.3342787856560036,0.4053333333333332,0.3468520665923844
0.4159999999999998,0.05172797897869717,0.4159999999999998,0.1067189414557433,0.4159999999999998,0.1401619187977336,0.4159999999999998,0.1699550673324306,0.4159999999999998,0.1930338669723369,0.4159999999999998,0.2293270364618413,0.4159999999999998,0.2448155321989786,0.4159999999999998,0.2593402335795768,0.4159999999999998,0.2869205272124123,0.4159999999999998,0.3005185407102939,0.4159999999999998,0.3143058894173531,0.4159999999999998,0.3434079505112879,0.4159999999999998,0.3592178436935709,0.4159999999999998,0.3761382380406605
0.4266666666666665,0.05188867941465357,0.4266666666666665,0.1074763958677547,0.4266666666666665,0.1416094316237744,0.4266666666666665,0.1723530725209297,0.4266666666666665,0.1964913001272509,0.4266666666666665,0.2353263075621499,0.4266666666666665,0.2523584585204919,0.4266666666666665,0.2686606035017957,0.4266666666666665,0.3007183142903345,0.4266666666666665,0.317170033615057,0.4266666666666665,0.3343591580620559,0.4266666666666665,0.3722862588483681,0.4266666666666665,0.3933762988047511,0.4266666666666665,0.4156325195777187
0.4373333333333331,0.05206295213558286,0.4373333333333331,0.108306878104043,0.4373333333333331,0.1432134029832342,0.4373333333333331,0.1750476429648913,0.4373333333333331,0.2004354759675072,0.4373333333333331,0.2424057854598154,0.4373333333333331,0.2614263816063242,0.4373333333333331,0.2800858140462229,0.4373333333333331,0.3183418340255586,0.4373333333333331,0.3388819466022408,0.4373333333333331,0.3609656445266112,0.4373333333333331,0.4102342404823016,0.4373333333333331,0.4365862025514848,0.4373333333333331,0.4633724148304357
0.4479999999999998,0.05225074235378697,0.4479999999999998,0.1092125736973924,0.4479999999999998,0.1449834738459907,0.4479999999999998,0.1780690223413705,0.4479999999999998,0.2049362604393649,0.4479999999999998,0.2508091780250985,0.4479999999999998,0.2724190394814442,0.4479999999999998,0.2942316430784239,0.4479999999999998,0.341020749489279,0.4479999999999998,0.3671336701544874,0.4479999999999998,0.3953242491240886,0.4479999999999998,0.4553596015287309,0.4479999999999998,0.4859653376948415,0.4479999999999998,0.5165954215155509
0.4586666666666664,0.05245196775474308,0.4586666666666664,0.1101958163375684,0.4586666666666664,0.1469306219783913,0.4586666666666664,0.1814535357714114,0.4586666666666664,0.2100811732667565,0.4586666666666664,0.2608545216073047,0.4586666666666664,0.2858514232568379,0.4586666666666664,0.3118569921726073,0.4586666666666664,0.3698173916444,0.4586666666666664,0.4023038947666983,0.4586666666666664,0.4361902727372693,0.4586666666666664,0.5051476522584392,0.4586666666666664,0.5396365504982918,0.4586666666666664,0.5739764562149923
0.4693333333333331,0.05266655277272851,0.4693333333333331,0.1112592748518363,0.4693333333333331,0.1490677379210685,0.4693333333333331,0.1852456586560303,0.4693333333333331,0.2159810726140091,0.4693333333333331,0.2729409025750542,0.4693333333333331,0.3023232340240538,0.4693333333333331,0.3337191883591071,0.4693333333333331,0.4045254742122599,0.4693333333333331,0.4426457929281086,0.4693333333333331,0.4812173713773572,0.4693333333333331,0.5583814588850651,0.4693333333333331,0.5967168252647846,0.4693333333333331,0.6347545790160831
0.4799999999999998,0.05289445690556435,0.4799999999999998,0.1124061270341107,0.4799999999999998,0.1514102482354446,0.4799999999999998,0.1895004821942698,0.4799999999999998,0.2227763254798151,0.4799999999999998,0.2875186780347828,0.4799999999999998,0.322378871293369,0.4799999999999998,0.3602033108063699,0.4799999999999998,0.4433677783398018,0.4799999999999998,0.4862204657679545,0.4799999999999998,0.5291078013679625,0.4799999999999998,0.6144028094201758,0.4799999999999998,0.6565818447686973,0.4799999999999998,0.6982494758925566
0.4906666666666664,0.05313569407257628,0.4906666666666664,0.1136402062336297,0.4906666666666664,0.1539767744663552,0.4906666666666664,0.1942864924551344,0.4906666666666664,0.2306413135377392,0.4906666666666664,0.3049813959676393,0.4906666666666664,0.3462378598707904,0.4906666666666664,0.3908434803694593,0.4906666666666664,0.4847643465485381,0.4906666666666664,0.5320617514006607,0.4906666666666664,0.5792288011312744,0.4906666666666664,0.6726793026704938,0.4906666666666664,0.7186271477298267,0.4906666666666664,0.7637201842701842
0.5013333333333331,0.05339034171602898,0.5013333333333331,0.1149661127179894,0.5013333333333331,0.1567898085276797,0.5013333333333331,0.1996883173021078,0.5013333333333331,0.2397814487784632,0.5013333333333331,0.325477652206696,0.5013333333333331,0.3735434679881086,0.5013333333333331,0.4243688793192764,0.5013333333333331,0.5279415032360194,0.5013333333333331,0.5796621425323013,0.5013333333333331,0.6311400118141374,0.5013333333333331,0.7326850125761047,0.5013333333333331,0.7822002682337469,0.5013333333333331,0.8303239181130868
0.5119999999999998,0.05365854012499957,0.5119999999999998,0.1163892888137271,0.5119999999999998,0.1598763976561192,0.5119999999999998,0.2058084233746645,0.5119999999999998,0.2504106392597666,0.5119999999999998,0.3487675858285677,0.5119999999999998,0.4033872567544737,0.5119999999999998,0.459606283649612,0.5119999999999998,0.5724729513330582,0.5119999999999998,0.6286489182767534,0.5119999999999998,0.684453319697929,0.5119999999999998,0.7938668293941816,0.5119999999999998,0.8465828735857511,0.5119999999999998,0.8971247791601056
0.5226666666666665,0.05394048388624209,0.5226666666666665,0.1179160626650078,0.5226666666666665,0.1632687984229959,0.5226666666666665,0.2127652625325174,0.5226666666666665,0.2626940348985717,0.5226666666666665,0.3742678586950448,0.5226666666666665,0.4347624024247469,0.5226666666666665,0.4959174594975858,0.5226666666666665,0.6180402495115115,0.5226666666666665,0.6786935984280598,0.5226666666666665,0.7387965458557146,0.5226666666666665,0.8556365948595984,0.5226666666666665,0.9110018310107247,0.5226666666666665,0.9631512928284199
0.5333333333333332,0.05423640811122644,0.5333333333333332,0.1195536681681326,0.5333333333333332,0.1670049861054432,0.5333333333333332,0.2206827984209201,0.5333333333333332,0.2766609464842504,0.5333333333333332,0.4012419956900127,0.5333333333333332,0.4670089080829914,0.5333333333333332,0.5329565689528026,0.5333333333333332,0.664365478385227,0.5333333333333332,0.7294881024288553,0.5333333333333332,0.7938033965391169,0.5333333333333332,0.9173786180858217,0.5333333333333332,0.9746673227295908,0.5333333333333332,1.027481021004077
0.5439999999999999,0.05454657206373174,0.5439999999999999,0.1213102469518073,0.5439999999999999,0.1711287338975774,0.5439999999999999,0.2296641398956575,0.5439999999999999,0.2921459024806177,0.5439999999999999,0.4290421168131373,0.5439999999999999,0.4997707996801564,0.5439999999999999,0.5704813339294682,0.5439999999999999,0.711192734454837,0.5439999999999999,0.7807378909125194,0.5439999999999999,0.8491108677384123,0.5439999999999999,0.9784697374322803,0.5439999999999999,1.036818679780353,0.5439999999999999,1.089271491033992
