/in X,/in Y,/out X,/out Y
0,0.65,0,1.359513107649709
2e-05,0.6625333233564304,2e-05,1.37538528544654
3.662587817369373e-05,0.6728101352197187,3.662587817369373e-05,1.38684479238399
5.662587817369374e-05,0.6848331827693368,5.662587817369374e-05,1.398490492160548
7.662587817369374e-05,0.6963068902183478,7.662587817369374e-05,1.408257752132198
9.662587817369373e-05,0.7070503103462201,9.662587817369373e-05,1.416334038226567
0.0001166258781736937,0.716894012999729,0.0001166258781736937,1.422989163179011
0.0001366258781736937,0.7256827571076858,0.0001366258781736937,1.42834461477822
0.0001566258781736937,0.7332779389253667,0.0001566258781736937,1.432610825744614
0.0001766258781736937,0.7395597778983652,0.0001766258781736937,1.435861999953864
0.0001966258781736937,0.7444292056734885,0.0001966258781736937,1.438257956481527
0.0002166258781736937,0.7478094284658676,0.0002166258781736937,1.439826030819878
0.0002366258781736937,0.7496471381428197,0.0002366258781736937,1.440674961033528
0.0002566258781736937,0.7499133529249444,0.0002566258781736937,1.440782463010292
0.0002766258781736937,0.7486038744460988,0.0002766258781736937,1.440205130475545
0.0002966258781736937,0.7457393539641388,0.0002966258781736937,1.438869542798437
0.0003166258781736937,0.7413649666782464,0.0003166258781736937,1.436780550904835
0.0003366258781736937,0.7355496992890524,0.0003366258781736937,1.433813769176141
0.0003566258781736937,0.728385262037157,0.0003566258781736937,1.429924342118315
0.0003766258781736937,0.7199846423778499,0.0003766258781736937,1.424938350678926
0.0003966258781736937,0.7104803231014449,0.0003966258781736937,1.41876369294474
0.0004166258781736937,0.7000221930005366,0.0004166258781736937,1.411176015712725
0.0004366258781736937,0.6887751830342,0.0004366258781736937,1.402031965993966
0.0004566258781736937,0.6769166652682426,0.0004566258781736937,1.391041374010106
0.0004766258781736937,0.6646336556117685,0.0004766258781736937,1.377980889156284
0.0004966258781736937,0.6521198644645747,0.0004966258781736937,1.362438314332398
0.0005166258781736938,0.6395726417884289,0.0005166258781736938,1.34402464399943
0.0005366258781736938,0.6271898647802814,0.0005366258781736938,1.32208094949928
0.0005566258781736939,0.6151668172306631,0.0005566258781736939,1.295928546720341
0.0005766258781736939,0.6036931097816521,0.0005766258781736939,1.264634919394104
0.000596625878173694,0.5929496896537798,0.000596625878173694,1.227659019442734
0.000616625878173694,0.5831059870002709,0.000616625878173694,1.185797187732065
0.0006366258781736941,0.5743172428923141,0.0006366258781736941,1.143222386632825
0.0006566258781736941,0.5667220610746332,0.0006566258781736941,1.103879697187212
0.0006766258781736942,0.5604402221016347,0.0006766258781736942,1.070215232368521
0.0006966258781736942,0.5555707943265114,0.0006966258781736942,1.043476006076629
0.0007166258781736943,0.5521905715341323,0.0007166258781736943,1.024704379433498
0.0007366258781736943,0.5503528618571804,0.0007366258781736943,1.014329815623523
0.0007566258781736944,0.5500866470750556,0.0007566258781736944,1.012793863907721
0.0007766258781736944,0.5513961255539013,0.0007766258781736944,1.020002618128004
0.0007966258781736945,0.5542606460358614,0.0007966258781736945,1.035886977616022
0.0008166258781736945,0.5586350333217539,0.0008166258781736945,1.059849123992692
0.0008366258781736946,0.5644503007109478,0.0008366258781736946,1.091235827154619
0.0008566258781736946,0.5716147379628433,0.0008566258781736946,1.128751358192942
0.0008766258781736947,0.5800153576221506,0.0008766258781736947,1.170632353541931
0.0008966258781736947,0.5895196768985556,0.0008966258781736947,1.213428898054325
0.0009166258781736948,0.599977806999464,0.0009166258781736948,1.252491437299093
0.0009366258781736949,0.6112248169658006,0.0009366258781736949,1.285692993140734
0.0009566258781736949,0.6230833347317581,0.0009566258781736949,1.313653627257358
0.0009766258781736948,0.6353663443882323,0.0009766258781736948,1.336890108987808
0.0009966258781736949,0.647880135535426,0.0009966258781736949,1.356525081446489
0.001016625878173695,0.6604273582115719,0.001016625878173695,1.372931825638602
0.001036625878173695,0.6728101352197194,0.001036625878173695,1.38686664257101
0.001056625878173695,0.6848331827693376,0.001056625878173695,1.398470118376684
0.001076625878173695,0.6963068902183485,0.001076625878173695,1.408277369328482
0.001096625878173695,0.7070503103462207,0.001096625878173695,1.416315063601633
0.001116625878173695,0.7168940129997297,0.001116625878173695,1.423007784533552
0.001136625878173695,0.7256827571076865,0.001136625878173695,1.428326429159739
0.001156625878173695,0.7332779389253672,0.001156625878173695,1.432628806270931
0.001176625878173695,0.7395597778983657,0.001176625878173695,1.435844317530498
0.001196625878173695,0.7444292056734889,0.001196625878173695,1.438275530338918
0.001216625878173695,0.7478094284658678,0.001216625878173695,1.43980866568223
0.001236625878173696,0.7496471381428198,0.001236625878173696,1.440692283505623
0.001256625878173696,0.7499133529249443,0.001256625878173696,1.440765285910725
0.001276625878173696,0.7486038744460985,0.001276625878173696,1.440222318216114
0.001296625878173696,0.7457393539641384,0.001296625878173696,1.438852445095538
0.001316625878173696,0.7413649666782459,0.001316625878173696,1.436797715829572
0.001336625878173696,0.7355496992890519,0.001336625878173696,1.433796631264468
0.001356625878173696,0.7283852620371561,0.001356625878173696,1.429941622774223
0.001376625878173696,0.7199846423778489,0.001376625878173696,1.424921010480399
0.001396625878173696,0.7104803231014438,0.001396625878173696,1.418781288276838
0.001416625878173696,0.7000221930005354,0.001416625878173696,1.411158232412339
0.001436625878173696,0.6887751830341988,0.001436625878173696,1.402050176492092
0.001456625878173696,0.6769166652682412,0.001456625878173696,1.391022782193043
0.001476625878173696,0.6646336556117671,0.001476625878173696,1.378000170410014
0.001496625878173696,0.652119864464573,0.001496625878173696,1.362418365835955
0.001516625878173696,0.6395726417884273,0.001516625878173696,1.3440456701221
