/net2 X,/net2 Y,/net06 X,/net06 Y
0.005500000000000001,1.440827458137187,0.005500000000000001,0.75
0.005600000000000002,1.440827458144754,0.005600000000000002,0.75
0.005700000000000002,1.440827458135597,0.005700000000000002,0.75
0.005800000000000002,1.440827458145764,0.005800000000000002,0.75
0.005900000000000002,1.440827458135938,0.005900000000000002,0.75
0.006000000000000003,1.440827458146048,0.006000000000000003,0.75
0.006100000000000003,1.440827458135581,0.006100000000000003,0.75
0.006200000000000003,1.440827458147688,0.006200000000000003,0.75
0.006300000000000004,1.44082745813425,0.006300000000000004,0.75
0.006400000000000004,1.440827458147483,0.006400000000000004,0.75
0.006500000000000004,1.440827458132707,0.006500000000000004,0.75
0.006600000000000004,1.440827458148091,0.006600000000000004,0.75
0.006700000000000005,1.440827458134234,0.006700000000000005,0.75
0.006800000000000005,1.440827458148117,0.006800000000000005,0.75
0.006900000000000005,1.44082745813239,0.006900000000000005,0.75
0.007000000000000005,1.440827458148216,0.007000000000000005,0.75
0.007100000000000006,1.440827458132864,0.007100000000000006,0.75
0.007200000000000006,1.440827458148934,0.007200000000000006,0.75
0.007300000000000006,1.440827458133076,0.007300000000000006,0.75
0.007400000000000006,1.440827458148658,0.007400000000000006,0.75
0.007500000000000007,1.440827458132415,0.007500000000000007,0.75
0.007600000000000007,1.440827458148864,0.007600000000000007,0.75
0.007700000000000007,1.440827458133429,0.007700000000000007,0.75
0.007800000000000007,1.440827458148948,0.007800000000000007,0.75
0.007900000000000008,1.440827458132861,0.007900000000000008,0.75
0.008000000000000007,1.440827458147591,0.008000000000000007,0.75
0.008100000000000007,1.440827458132715,0.008100000000000007,0.75
0.008200000000000006,1.44082745814996,0.008200000000000006,0.75
0.008300000000000005,1.440827458130985,0.008300000000000005,0.75
0.008400000000000005,1.440827458149865,0.008400000000000005,0.75
0.008500000000000004,1.440827458131921,0.008500000000000004,0.75
0.008600000000000003,1.440827458149458,0.008600000000000003,0.75
0.008700000000000003,1.440827458131706,0.008700000000000003,0.75
0.008800000000000002,1.440827458150203,0.008800000000000002,0.75
0.008900000000000002,1.440827458130291,0.008900000000000002,0.75
0.009000000000000001,1.440827458149811,0.009000000000000001,0.75
0.0091,1.440827458129759,0.0091,0.75
0.0092,1.440827458151437,0.0092,0.75
0.009299999999999999,1.440827458128793,0.009299999999999999,0.75
0.009399999999999999,1.440827458152538,0.009399999999999999,0.75
0.009499999999999998,1.440827458128095,0.009499999999999998,0.75
0.009599999999999997,1.440827458154081,0.009599999999999997,0.75
0.009699999999999997,1.440827458128277,0.009699999999999997,0.75
0.009799999999999996,1.440827458153427,0.009799999999999996,0.75
0.009899999999999996,1.440827458128177,0.009899999999999996,0.75
0.009999999999999995,1.440827458154243,0.009999999999999995,0.75
0.01009999999999999,1.440827458126305,0.01009999999999999,0.75
0.01019999999999999,1.440827458155645,0.01019999999999999,0.75
0.01029999999999999,1.440827458126405,0.01029999999999999,0.75
0.01039999999999999,1.440827458155508,0.01039999999999999,0.75
0.01049999999999999,1.440827458126542,0.01049999999999999,0.75
0.01059999999999999,1.440827458155369,0.01059999999999999,0.75
0.01069999999999999,1.440827458127412,0.01069999999999999,0.75
0.01079999999999999,1.440827458153819,0.01079999999999999,0.75
0.01089999999999999,1.440827458126734,0.01089999999999999,0.75
0.01099999999999999,1.440827458152939,0.01099999999999999,0.75
0.01109999999999999,1.440827458129783,0.01109999999999999,0.75
0.01119999999999999,1.440827458150851,0.01119999999999999,0.75
0.01129999999999999,1.440827458131134,0.01129999999999999,0.75
0.01139999999999999,1.440827458150776,0.01139999999999999,0.75
0.01149999999999999,1.440827458129942,0.01149999999999999,0.75
0.01159999999999999,1.440827458151319,0.01159999999999999,0.75
0.01169999999999998,1.440827458130691,0.01169999999999998,0.75
0.01179999999999998,1.440827458152812,0.01179999999999998,0.75
0.01189999999999998,1.44082745812858,0.01189999999999998,0.75
0.01199999999999998,1.440827458151521,0.01199999999999998,0.75
0.01209999999999998,1.440827458129454,0.01209999999999998,0.75
0.01219999999999998,1.440827458152105,0.01219999999999998,0.75
0.01229999999999998,1.44082745812975,0.01229999999999998,0.75
0.01239999999999998,1.440827458152179,0.01239999999999998,0.75
0.01249999999999998,1.440827458129905,0.01249999999999998,0.75
0.01259999999999998,1.440827458152689,0.01259999999999998,0.75
0.01269999999999998,1.440827458128289,0.01269999999999998,0.75
0.01279999999999998,1.440827458153377,0.01279999999999998,0.75
0.01289999999999998,1.440827458128272,0.01289999999999998,0.75
0.01299999999999998,1.440827458151123,0.01299999999999998,0.75
0.01309999999999998,1.440827458131342,0.01309999999999998,0.75
0.01319999999999998,1.440827458150045,0.01319999999999998,0.75
0.01329999999999998,1.440827458131878,0.01329999999999998,0.75
0.01339999999999997,1.44082745814973,0.01339999999999997,0.75
0.01349999999999997,1.440827458130308,0.01349999999999997,0.75
0.01359999999999997,1.440827458152263,0.01359999999999997,0.75
0.01369999999999997,1.440827458128072,0.01369999999999997,0.75
0.01379999999999997,1.440827458153153,0.01379999999999997,0.75
0.01389999999999997,1.4408274581282,0.01389999999999997,0.75
0.01399999999999997,1.440827458152051,0.01399999999999997,0.75
0.01409999999999997,1.440827458129687,0.01409999999999997,0.75
0.01419999999999997,1.440827458150713,0.01419999999999997,0.75
0.01429999999999997,1.440827458131116,0.01429999999999997,0.75
0.01439999999999997,1.440827458152747,0.01439999999999997,0.75
0.01449999999999997,1.440827458128051,0.01449999999999997,0.75
0.01459999999999997,1.440827458153409,0.01459999999999997,0.75
0.01469999999999997,1.440827458127813,0.01469999999999997,0.75
0.01479999999999997,1.440827458154234,0.01479999999999997,0.75
0.01489999999999997,1.44082745812801,0.01489999999999997,0.75
0.01499999999999996,1.440827458151778,0.01499999999999996,0.75
