/out0 X,/out0 Y,/Vin X,/Vin Y
0,1.412521050651453,0,0.65
5e-06,1.412530901697908,5e-06,0.6531410759078129
1.474016270464712e-05,1.412543723402334,1.474016270464712e-05,0.6592482828308591
2.639175642628434e-05,1.412552886130137,2.639175642628434e-05,0.6665065376006715
4.639175642628435e-05,1.412565090532112,4.639175642628435e-05,0.6787377777148451
6.639175642628434e-05,1.412572320745173,6.639175642628434e-05,0.6905158059073394
8.639175642628434e-05,1.412577974389153,8.639175642628434e-05,0.7016548756377057
0.0001063917564262843,1.412581890201965,0.0001063917564262843,0.7119793171221382
0.0001263917564262844,1.412585091847084,0.0001263917564262844,0.7213263077509053
0.0001463917564262843,1.412587248950629,0.0001463917564262843,0.7295484398981698
0.0001663917564262843,1.412589103594598,0.0001663917564262843,0.7365160456283053
0.0001863917564262843,1.412590213020025,0.0001863917564262843,0.7421192416367021
0.0002063917564262843,1.412591189772752,0.0002063917564262843,0.7462696621751204
0.0002263917564262843,1.412591560828145,0.0002263917564262843,0.7489018526323284
0.0002463917564262843,1.412591860261187,0.0002463917564262843,0.7499743017924217
0.0002663917564262843,1.41259161067886,0.0002663917564262843,0.7494700964914954
0.0002863917564262843,1.412591279548713,0.0002863917564262843,0.7473971883483428
0.0003063917564262843,1.412590392838373,0.0003063917564262843,0.7437882683626768
0.0003263917564262843,1.41258934514627,0.0003263917564262843,0.7387002513585355
0.0003463917564262843,1.412587659562723,0.0003463917564262843,0.7322133784035082
0.0003663917564262843,1.412585630791104,0.0003663917564262843,0.7244299513591659
0.0003863917564262843,1.412582747791731,0.0003863917564262843,0.7154727195195919
0.0004063917564262843,1.412579128956388,0.0004063917564262843,0.705482943781687
0.0004263917564262843,1.41257411362964,0.0004263917564262843,0.6946181688764408
0.0004463917564262843,1.412567365640149,0.0004463917564262843,0.6830497387944111
0.0004663917564262843,1.412557442446857,0.0004663917564262843,0.6709600945886365
0.0004863917564262843,1.412541385480695,0.0004863917564262843,0.6585398971702455
0.0005063917564262844,1.412500521090617,0.0005063917564262844,0.6459850204719924
0.0005113917564262844,1.412462256483729,0.0005113917564262844,0.6428484584520191
0.0005148649191681526,1.412375190841554,0.0005148649191681526,0.6406736691644894
0.0005192903123622122,1.412161738979034,0.0005192903123622122,0.637909193542012
0.0005233026691677642,1.411892729060588,0.0005233026691677642,0.63541075758974
0.0005272434906168045,1.411605040742327,0.0005272434906168045,0.632965881907996
0.0005277104454768542,1.411562716121963,0.0005277104454768542,0.6326768471932233
0.0005286443551969537,1.411461995646271,0.0005286443551969537,0.6320992276107189
0.0005288898916214076,1.411455824228536,0.0005288898916214076,0.6319474657904348
0.0005293809644703155,1.411399128766564,0.0005293809644703155,0.6316440714103816
0.0005300840180152016,1.41133735670656,0.0005300840180152016,0.6312100161363123
0.0005302658477806753,1.411316529078354,0.0005302658477806753,0.6310978163578075
0.0005306295073116227,1.41127717537727,0.0005306295073116227,0.6308734909627476
0.0005307384489208567,1.41126636832557,0.0005307384489208567,0.6308063091128238
0.0005309563321393245,1.411234235717281,0.0005309563321393245,0.6306719724235238
0.0005311289576645352,1.411102793237021,0.0005311289576645352,0.6305655652358556
0.0005311896466614653,1.410957090634099,0.0005311896466614653,0.6305281616774917
0.0005313110246553255,1.410250945325281,0.0005313110246553255,0.6304533630601165
0.0005314564162855419,1.408177637141845,0.0005314564162855419,0.6303637811211764
0.0005316006419362298,1.405205195948474,0.0005316006419362298,0.6302749337816786
0.0005317703925118873,1.403082408877842,0.0005317703925118873,0.6301703830778791
0.0005318354780401822,1.402937704574546,0.0005318354780401822,0.6301303023694234
0.000531965649096772,1.40274515970644,0.000531965649096772,0.6300501509279738
0.0005321362983554666,1.40186616080028,0.0005321362983554666,0.6299450956885222
0.0005323883172603774,1.399861759048361,0.0005323883172603774,0.6297899898024668
0.0005326760765064003,1.397945655879791,0.0005326760765064003,0.6296129493894485
0.0005331374249338817,1.394766726081899,0.0005331374249338817,0.6293292496420456
0.0005336647070726798,1.390649041781177,0.0005336647070726798,0.6290052177199449
0.0005345911904652492,1.38339440295315,0.0005345911904652492,0.6284364240712844
0.0005359439255576236,1.371462224261531,0.0005359439255576236,0.6276072604227858
0.0005381680241718768,1.34962892920195,0.0005381680241718768,0.626247535710066
0.0005412780271017145,1.312600595193695,0.0005412780271017145,0.6243540413072542
0.0005449239910587602,1.256900175171155,0.0005449239910587602,0.6221467541149817
0.0005501616658425359,1.129562410848757,0.0005501616658425359,0.6190017104404776
0.000554623531532939,0.9162175545190799,0.000554623531532939,0.6163488604596856
0.0005579385878694444,0.6759230455010419,0.0005579385878694444,0.6143948671523853
0.0005598087121926348,0.5418765200209522,0.0005598087121926348,0.6132993208262417
0.0005620422520583552,0.421748780543547,0.0005620422520583552,0.6119975330668663
0.0005639349509323283,0.3659869241155548,0.0005639349509323283,0.6109002478719584
0.0005664019766680725,0.329965877460105,0.0005664019766680725,0.6094783232797703
0.0005685694371840481,0.3089872156198731,0.0005685694371840481,0.6082370828850666
0.0005707724105279132,0.2952376594782206,0.0005707724105279132,0.6069834434691576
0.0005751783572156434,0.2752834587328245,0.0005751783572156434,0.6045011277802099
0.0005791775848075911,0.2637666605453245,0.0005791775848075911,0.6022780953391789
0.0005871760399914864,0.2474299032739597,0.0005871760399914864,0.5979238066217115
0.0005951065087664133,0.2382781411439547,0.0005951065087664133,0.5937363253892114
0.0006109674463162672,0.2248573927125433,0.0006109674463162672,0.585790413937102
0.0006251496831928548,0.2182695222058273,0.0006251496831928548,0.5792228506731522
0.0006451496831928549,0.2104561078300762,0.0006451496831928549,0.5709268905899645
0.0006651496831928549,0.2063354820284382,0.0006651496831928549,0.5638779606781592
0.000685149683192855,0.2020899028413466,0.000685149683192855,0.5581872267732718
0.000705149683192855,0.200590900057894,0.000705149683192855,0.5539444351484623
0.0007251496831928551,0.1984127377307739,0.0007251496831928551,0.5512164971621745
0.0007451496831928551,0.1986397033455987,0.0007451496831928551,0.5500464340260435
0.0007651496831928552,0.1980421307038226,0.0007651496831928552,0.5504526983346878
0.0007851496831928552,0.1998018354958975,0.0007851496831928552,0.5524288830572698
0.0008051496831928553,0.2008486599400919,0.0008051496831928553,0.5559438225801986
0.0008251496831928553,0.2044792861314985,0.0008251496831928553,0.5609420842074746
0.0008451496831928554,0.2078428285878417,0.0008451496831928554,0.567344842367419
0.0008651496831928554,0.2145338042041043,0.0008651496831928554,0.5750511217390269
0.0008851496831928555,0.2225178628377342,0.0008851496831928555,0.5839393896931002
0.0009051496831928555,0.2383006326187734,0.0009051496831928555,0.5938694729344089
0.0009251496831928556,0.2757569671080976,0.0009251496831928556,0.6046847681182936
