/Vin X,/Vin Y,/out0 X,/out0 Y
-60,0.75,-60,1.427893147775035
-58.6,0.75,-58.6,1.427730960342996
-57.2,0.75,-57.2,1.427563019043593
-55.8,0.75,-55.8,1.42738958154833
-54.40000000000001,0.75,-54.40000000000001,1.427210893269573
-53.00000000000001,0.75,-53.00000000000001,1.427027188152781
-51.60000000000001,0.75,-51.60000000000001,1.426838689360837
-50.20000000000001,0.75,-50.20000000000001,1.426645609816932
-48.80000000000001,0.75,-48.80000000000001,1.426448152731093
-47.40000000000001,0.75,-47.40000000000001,1.42624651209658
-46.00000000000001,0.75,-46.00000000000001,1.426040872447301
-44.60000000000002,0.75,-44.60000000000002,1.425830366492071
-43.20000000000002,0.75,-43.20000000000002,1.425614635444637
-41.80000000000002,0.75,-41.80000000000002,1.425394277237964
-40.40000000000002,0.75,-40.40000000000002,1.425169732676008
-39.00000000000002,0.75,-39.00000000000002,1.424941345475557
-37.60000000000002,0.75,-37.60000000000002,1.424709395819572
-36.20000000000002,0.75,-36.20000000000002,1.424474120225283
-34.80000000000003,0.75,-34.80000000000003,1.424235723860416
-33.40000000000003,0.75,-33.40000000000003,1.423994388488976
-32.00000000000003,0.75,-32.00000000000003,1.42375027778309
-30.60000000000003,0.75,-30.60000000000003,1.423503540986922
-29.20000000000003,0.75,-29.20000000000003,1.42325431551905
-27.80000000000003,0.75,-27.80000000000003,1.423002728871398
-26.40000000000003,0.75,-26.40000000000003,1.422748900028972
-25.00000000000004,0.75,-25.00000000000004,1.422492940556762
-23.60000000000004,0.75,-23.60000000000004,1.422245312292193
-22.20000000000004,0.75,-22.20000000000004,1.421998562216052
-20.80000000000004,0.75,-20.80000000000004,1.421749850968272
-19.40000000000004,0.75,-19.40000000000004,1.421499273440566
-18.00000000000004,0.75,-18.00000000000004,1.421246919998656
-16.60000000000004,0.75,-16.60000000000004,1.420992876565351
-15.20000000000004,0.75,-15.20000000000004,1.420737224922171
-13.80000000000004,0.75,-13.80000000000004,1.420480042973719
-12.40000000000004,0.75,-12.40000000000004,1.420221404982338
-11.00000000000004,0.75,-11.00000000000004,1.419961381777988
-9.600000000000042,0.75,-9.600000000000042,1.419700040947816
-8.200000000000042,0.75,-8.200000000000042,1.419437447008446
-6.800000000000042,0.75,-6.800000000000042,1.419173661563761
-5.400000000000041,0.75,-5.400000000000041,1.418908743450012
-4.000000000000041,0.75,-4.000000000000041,1.418642748870167
-2.600000000000041,0.75,-2.600000000000041,1.418375731518648
-1.200000000000041,0.75,-1.200000000000041,1.418107742697699
0.1999999999999589,0.75,0.1999999999999589,1.417838831426346
1.599999999999959,0.75,1.599999999999959,1.41756904454273
2.999999999999959,0.75,2.999999999999959,1.417298426800544
4.399999999999959,0.75,4.399999999999959,1.41702702096015
5.799999999999958,0.75,5.799999999999958,1.416754867875045
7.199999999999958,0.75,7.199999999999958,1.416482006574022
8.599999999999959,0.75,8.599999999999959,1.416208474339539
9.999999999999959,0.75,9.999999999999959,1.415934306782647
11.39999999999996,0.75,11.39999999999996,1.415659537914642
12.79999999999996,0.75,12.79999999999996,1.415384200215744
14.19999999999996,0.75,14.19999999999996,1.415108324700869
15.59999999999996,0.75,15.59999999999996,1.414831940982496
16.99999999999996,0.75,16.99999999999996,1.414555077330733
18.39999999999996,0.75,18.39999999999996,1.41427776073056
19.79999999999996,0.75,19.79999999999996,1.414000016936415
21.19999999999996,0.75,21.19999999999996,1.413721870524086
22.59999999999996,0.75,22.59999999999996,1.413443344940215
23.99999999999995,0.75,23.99999999999995,1.413164462549509
25.39999999999995,0.75,25.39999999999995,1.412890472009643
26.79999999999995,0.75,26.79999999999995,1.412629174185843
28.19999999999995,0.75,28.19999999999995,1.412367489364525
29.59999999999995,0.75,29.59999999999995,1.412105439583744
30.99999999999995,0.75,30.99999999999995,1.411843045896628
32.39999999999995,0.75,32.39999999999995,1.411580328397326
33.79999999999995,0.75,33.79999999999995,1.411317306262232
35.19999999999995,0.75,35.19999999999995,1.411053997789736
36.59999999999994,0.75,36.59999999999994,1.410790420438552
37.99999999999994,0.75,37.99999999999994,1.41052659086476
39.39999999999994,0.75,39.39999999999994,1.41026252495753
40.79999999999994,0.75,40.79999999999994,1.409998237873584
42.19999999999994,0.75,42.19999999999994,1.409733744070483
43.59999999999994,0.75,43.59999999999994,1.409469057338687
44.99999999999994,0.75,44.99999999999994,1.409204190832535
46.39999999999993,0.75,46.39999999999993,1.408939157100044
47.79999999999993,0.75,47.79999999999993,1.408673968111706
49.19999999999993,0.75,49.19999999999993,1.408408635288164
50.59999999999993,0.75,50.59999999999993,1.408143169526862
51.99999999999993,0.75,51.99999999999993,1.407877581227755
53.39999999999993,0.75,53.39999999999993,1.407611880317915
54.79999999999993,0.75,54.79999999999993,1.407346076275249
56.19999999999992,0.75,56.19999999999992,1.407080178151194
57.59999999999992,0.75,57.59999999999992,1.4068141945925
58.99999999999992,0.75,58.99999999999992,1.406548133862
60.39999999999992,0.75,60.39999999999992,1.406282003858501
61.79999999999992,0.75,61.79999999999992,1.406015812135676
63.19999999999992,0.75,63.19999999999992,1.405749565920007
64.59999999999992,0.75,64.59999999999992,1.405483272127801
65.99999999999993,0.75,65.99999999999993,1.405216937381202
67.39999999999993,0.75,67.39999999999993,1.404950568023237
68.79999999999994,0.75,68.79999999999994,1.404684170131862
70.19999999999995,0.75,70.19999999999995,1.404417749533023
71.59999999999995,0.75,71.59999999999995,1.404151311812625
72.99999999999996,0.75,72.99999999999996,1.403884862327494
74.39999999999996,0.75,74.39999999999996,1.403618406215251
75.79999999999997,0.75,75.79999999999997,1.403351948403063
77.19999999999997,0.75,77.19999999999997,1.403085493615235
78.59999999999998,0.75,78.59999999999998,1.402819046379692
79.99999999999999,0.75,79.99999999999999,1.402552611033213
81.39999999999999,0.75,81.39999999999999,1.402286191725424
82.8,0.75,82.8,1.402019792421542
84.2,0.75,84.2,1.401753416903804
85.60000000000001,0.75,85.60000000000001,1.401487068771518
87.00000000000001,0.75,87.00000000000001,1.401220751439787
88.40000000000002,0.75,88.40000000000002,1.400954468136707
