/out0 X,/out0 YRe,/out0 YReImag,/out1 X,/out1 YRe,/out1 YReImag,/Vin X,/Vin YRe,/Vin YReImag
0,0.0005401678995037579,0,0,2.234616231829242e-08,0,0,0.025,0
6666666.666666667,0.0005362209889098559,0.000167281482527431,6666666.666666667,1.756978227123952e-09,-7.246454135920508e-09,6666666.666666667,0.025,0
13333333.33333333,0.0005601908912842951,0.0003778077371684908,13333333.33333333,2.546615706854827e-10,-5.269851016458103e-09,13333333.33333333,0.025,0
20000000,0.0006671711398555584,0.0006103475074797179,20000000,-6.992215025787462e-10,-5.547492002559918e-09,20000000,0.025,0
26666666.66666667,0.0008687036186065843,0.0008081177557833202,26666666.66666667,-2.320619203975638e-09,-6.159314250252963e-09,26666666.66666667,0.025,0
33333333.33333334,0.001135698906847856,0.000928022327423168,33333333.33333334,-4.502493141546896e-09,-6.325116573819055e-09,33333333.33333334,0.025,0
40000000,0.001426511666799078,0.0009554893309865572,40000000,-6.88584235367624e-09,-5.753250764909012e-09,40000000,0.025,0
46666666.66666666,0.001705399259282667,0.0008976035016367468,46666666.66666666,-9.128302471448719e-09,-4.433193311141461e-09,46666666.66666666,0.025,0
53333333.33333333,0.001948744596116042,0.0007723941280549089,53333333.33333333,-1.098692865047294e-08,-2.495947928600007e-09,53333333.33333333,0.025,0
59999999.99999999,0.002144631089445135,0.0006007662089447276,59999999.99999999,-1.232449672736654e-08,-1.237280938040931e-10,59999999.99999999,0.025,0
66666666.66666666,0.002289948489024579,0.0004018747356674908,66666666.66666666,-1.308817636558824e-08,2.501097088636791e-09,66666666.66666666,0.025,0
73333333.33333333,0.002387184503136982,0.0001911320394400849,73333333.33333333,-1.328284710955324e-08,5.220079292914437e-09,73333333.33333333,0.025,0
80000000,0.002441795549829709,-2.016141208378722e-05,80000000,-1.294811130313931e-08,7.906439169796411e-09,80000000,0.025,0
86666666.66666667,0.002460376877161509,-0.00022436469513589,86666666.66666667,-1.214156020482098e-08,1.046424168400264e-08,86666666.66666667,0.025,0
93333333.33333334,0.002449544722966965,-0.000416743441964361,93333333.33333334,-1.092791672866497e-08,1.282395138304827e-08,93333333.33333334,0.025,0
100000000,0.002415344441265721,-0.0005947017758289398,100000000,-9.372663442251055e-09,1.493713773254035e-08,100000000,0.025,0
106666666.6666667,0.00236300196511432,-0.0007571259312089823,106666666.6666667,-7.538688019755901e-09,1.677164224926677e-08,106666666.6666667,0.025,0
113333333.3333334,0.002296876779282707,-0.0009038751566385927,113333333.3333334,-5.484766362905402e-09,1.830766739372339e-08,113333333.3333334,0.025,0
120000000,0.002220519826468652,-0.001035411256005647,120000000,-3.265060889386021e-09,1.953481566239646e-08,120000000,0.025,0
126666666.6666667,0.002136776621942441,-0.001152541539366761,126666666.6666667,-9.291158930766622e-10,2.044992863444621e-08,126666666.6666667,0.025,0
133333333.3333334,0.002047901755208298,-0.001256247455778097,133333333.3333334,1.47794780220032e-09,2.105553089165542e-08,133333333.3333334,0.025,0
