/out0 X,/out0 Y,/out1 X,/out1 Y,/Vin X,/Vin Y
0,0.5878310943767139,0,0.2278961812170975,0,0.475
1.25e-06,0.5888573498393221,1.25e-06,0.2292798192443292,1.25e-06,0.4751963475222178
3.750000000000001e-06,0.5909269204792666,3.750000000000001e-06,0.2325671017768104,3.750000000000001e-06,0.4755889941208402
8.750000000000003e-06,0.5950724365393094,8.750000000000003e-06,0.2405429718581515,8.750000000000003e-06,0.4763737544978111
1.875000000000001e-05,0.6033769805087154,1.875000000000001e-05,0.2683725708627055,1.875000000000001e-05,0.4779384349364459
2.167867191096357e-05,0.6058083286961541,2.167867191096357e-05,0.2839661442490042,2.167867191096357e-05,0.4783947576330361
2.753601573289068e-05,0.6106647024847863,2.753601573289068e-05,0.3535798458963074,2.753601573289068e-05,0.479303800493401
2.880631316327505e-05,0.6117158249188034,2.880631316327505e-05,0.3925900591550188,2.880631316327505e-05,0.4795002201536278
3.05244776589384e-05,0.613136968639214,3.05244776589384e-05,0.4928727790527372,3.05244776589384e-05,0.4797654327795782
3.225015095483454e-05,0.614561884392375,3.225015095483454e-05,0.6551024244657915,3.225015095483454e-05,0.4800312453821917
3.288663296866602e-05,0.6150875970313414,3.288663296866602e-05,0.723421794854529,3.288663296866602e-05,0.480129137687243
3.415959699632897e-05,0.6161368747642693,3.415959699632897e-05,0.8573024736657351,3.415959699632897e-05,0.4803246746413183
3.543215307133149e-05,0.6171864325616053,3.543215307133149e-05,0.9775145826810148,3.543215307133149e-05,0.4805198084659299
3.701666361801808e-05,0.6184905479011747,3.701666361801808e-05,1.088979381748082,3.701666361801808e-05,0.4807622827352868
3.857005669522839e-05,0.6197683357826903,3.857005669522839e-05,1.163463610948693,3.857005669522839e-05,0.4809994408935477
4.092140989396091e-05,0.6216963335750847,4.092140989396091e-05,1.240419279340833,4.092140989396091e-05,0.4813573298245549
4.278752506089915e-05,0.623224034677858,4.278752506089915e-05,1.284381391250805,4.278752506089915e-05,0.4816403790508568
4.513076678783049e-05,0.6251351879076436,4.513076678783049e-05,1.327791303494948,4.513076678783049e-05,0.4819945004940758
4.808098178969995e-05,0.6275338246676309,4.808098178969995e-05,1.369410649993585,4.808098178969995e-05,0.4824381850177645
4.908847985107854e-05,0.6283472681855387,4.908847985107854e-05,1.381132212405995,4.908847985107854e-05,0.4825891254408304
5.110347597383572e-05,0.6299719592757548,5.110347597383572e-05,1.400368135712582,5.110347597383572e-05,0.4828900879042936
5.165417214891921e-05,0.6304038043212307,5.165417214891921e-05,1.404242334051065,5.165417214891921e-05,0.4829721225851311
5.275556449908621e-05,0.6312732563398115,5.275556449908621e-05,1.40898581826551,5.275556449908621e-05,0.4831359046280164
5.307459328684482e-05,0.6315207853448126,5.307459328684482e-05,1.409839436206986,5.307459328684482e-05,0.4831832732288182
5.371265086236206e-05,0.6320260204877987,5.371265086236206e-05,1.410582585100366,5.371265086236206e-05,0.4832779115969108
5.39448213312938e-05,0.6322080758103885,5.39448213312938e-05,1.410789094936209,5.39448213312938e-05,0.4833123147945629
5.440916226915729e-05,0.6325826964425896,5.440916226915729e-05,1.411019820948617,5.440916226915729e-05,0.4833810680506331
5.496936887782871e-05,0.6330275015913963,5.496936887782871e-05,1.411236989041304,5.496936887782871e-05,0.483463920777583
5.556423866892191e-05,0.6335075741036503,5.556423866892191e-05,1.411376786930575,5.556423866892191e-05,0.4835517852550114
5.627715689924907e-05,0.6340752102833164,5.627715689924907e-05,1.411532314682923,5.627715689924907e-05,0.4836569284335736
5.710119336206879e-05,0.6347383836574451,5.710119336206879e-05,1.411651100229443,5.710119336206879e-05,0.4837782430826175
5.796249526690945e-05,0.6354245588367783,5.796249526690945e-05,1.411780503594359,5.796249526690945e-05,0.4839047923740722
5.894238173945264e-05,0.6362116384732658,5.894238173945264e-05,1.41188112113649,5.894238173945264e-05,0.4840484477200238
5.99631633093141e-05,0.6370246462083536,5.99631633093141e-05,1.411998959708839,5.99631633093141e-05,0.4841977336107052
6.107044495907342e-05,0.6379117984201272,6.107044495907342e-05,1.412084624791365,6.107044495907342e-05,0.4843592418422642
6.223476736678977e-05,0.6388372804222131,6.223476736678977e-05,1.412190147985624,6.223476736678977e-05,0.4845285812772773
6.34790830918065e-05,0.6398311272261303,6.34790830918065e-05,1.412259401052699,6.34790830918065e-05,0.4847089910246564
6.47946022546356e-05,0.6408761937287115,6.47946022546356e-05,1.412342800066674,6.47946022546356e-05,0.4848990787519545
6.620722277498512e-05,0.6420039733899668,6.620722277498512e-05,1.412377802776761,6.620722277498512e-05,0.4851024438836518
6.771945184564841e-05,0.6431953581240997,6.771945184564841e-05,1.412422946320582,6.771945184564841e-05,0.4853192665361603
6.936689645746384e-05,0.6444877786243437,6.936689645746384e-05,1.41243124522253,6.936689645746384e-05,0.4855544153649235
7.116532858633417e-05,0.645885137070464,7.116532858633417e-05,1.412461290182589,7.116532858633417e-05,0.4858098235147398
7.316539825599789e-05,0.6474353916289883,7.316539825599789e-05,1.412461875018362,7.316539825599789e-05,0.4860922451539353
7.539896127432757e-05,0.6491512950811199,7.539896127432757e-05,1.412486695730671,7.539896127432757e-05,0.4864055649873331
7.794107329713799e-05,0.6510958664192308,7.794107329713799e-05,1.412484590062362,7.794107329713799e-05,0.4867594308470752
8.084243173095061e-05,0.6532924623262386,8.084243173095061e-05,1.412506871890687,8.084243173095061e-05,0.48715963326235
8.421639648909029e-05,0.655827035927517,8.421639648909029e-05,1.4125035869386,8.421639648909029e-05,0.4876199344303512
8.813413170635335e-05,0.6587301256768432,8.813413170635335e-05,1.412524351335239,8.813413170635335e-05,0.4881472909926059
9.276702855614824e-05,0.662116994231551,9.276702855614824e-05,1.412520391392131,9.276702855614824e-05,0.4887606088436576
9.820167570594944e-05,0.6660102224569633,9.820167570594944e-05,1.412540067494421,9.820167570594944e-05,0.4894651669161191
0.0001046944719185957,0.6705536172459613,0.0001046944719185957,1.412535517725813,0.0001046944719185957,0.4902847268229567
0.0001123279936749677,0.6757220453627193,0.0001123279936749677,1.412554222521477,0.0001123279936749677,0.4912156465568601
0.0001214762514867132,0.6816630509412013,0.0001214762514867132,1.412548948545936,0.0001214762514867132,0.4922819788691576
0.0001321799002614636,0.6882234464097705,0.0001321799002614636,1.412566605545464,0.0001321799002614636,0.4934569001559682
0.0001449609454556531,0.6954714318950754,0.0001449609454556531,1.412560354708422,0.0001449609454556531,0.4947501147300446
0.0001597705483265184,0.7029938033057072,0.0001597705483265184,1.412576774628241,0.0001597705483265184,0.496088863839693
0.0001772926887200199,0.7105930964579644,0.0001772926887200199,1.412569241264102,0.0001772926887200199,0.4974363440058269
0.0001972926887200199,0.7174050155920331,0.0001972926887200199,1.412584151692895,0.0001972926887200199,0.4986415657385606
0.0002172926887200199,0.722123788592803,0.0002172926887200199,1.41257468410906,0.0002172926887200199,0.4994739458568104
0.0002372926887200199,0.7246549933030126,0.0002372926887200199,1.412587559847968,0.0002372926887200199,0.4999203572288718
0.0002572926887200199,0.7249616786016709,0.0002572926887200199,1.412576465356686,0.0002572926887200199,0.499973759680734
0.0002772926887200199,0.7230294346399555,0.0002772926887200199,1.412587814506454,0.0002772926887200199,0.4996333110238301
0.0002972926887200199,0.7189020087059378,0.0002972926887200199,1.412575275978462,0.0002972926887200199,0.4989043803368537
0.0003172926887200199,0.7126453067957994,0.0003172926887200199,1.412585260252628,0.0003172926887200199,0.4977984632921805
0.0003372926887200199,0.704381827898717,0.0003372926887200199,1.412570388313374,0.0003372926887200199,0.4963330008622477
0.0003572926887200199,0.6942533609787369,0.0003572926887200199,1.412577528321281,0.0003572926887200199,0.4945311042650004
0.0003772926887200199,0.682453923937729,0.0003772926887200199,1.412559008686861,0.0003772926887200199,0.4924211904861778
0.0003972926887200199,0.6691907079887914,0.0003972926887200199,1.412559733373085,0.0003972926887200199,0.4900365341264734
0.0004172926887200199,0.6547153634256141,0.0004172926887200199,1.412525760778202,0.0004172926887200199,0.4874147426412044
0.0004222926887200199,0.6509348068171197,0.0004222926887200199,1.412527084429328,0.0004222926887200199,0.486727014703711
0.00043229268872002,0.6432214142594995,0.00043229268872002,1.412461657003699,0.00043229268872002,0.485317529511389
0.0004351700542918468,0.6409852776576863,0.0004351700542918468,1.412399442805075,0.0004351700542918468,0.4849041764811039
0.000437924489020307,0.6388400508907661,0.000437924489020307,1.412224045236725,0.000437924489020307,0.4845054488789695
0.0004405648764902638,0.6367353857723465,0.0004405648764902638,1.412058209411733,0.0004405648764902638,0.4841205564069769
0.0004429563531015314,0.6348644324486754,0.0004429563531015314,1.411817681197505,0.0004429563531015314,0.4837697786975039
0.0004458158302549247,0.6325301480436457,0.0004458158302549247,1.411544504653819,0.0004458158302549247,0.4833477631073284
0.0004463879497867539,0.6321251689405403,0.0004463879497867539,1.411447198015693,0.0004463879497867539,0.4832629990413689
0.0004475321888504122,0.6311314471900568,0.0004475321888504122,1.411331182400418,0.0004475321888504122,0.4830931516804651
0.0004477942842768398,0.6309817438144438,0.0004477942842768398,1.411274131775461,0.0004477942842768398,0.4830541878322827
0.0004479253319900536,0.6308118170044886,0.0004479253319900536,1.411265680504045,0.0004479253319900536,0.4830346977106864
0.0004481874274164812,0.6306458864077463,0.0004481874274164812,1.411191366125629,0.0004481874274164812,0.4829957011385536
0.0004483747177586327,0.6304364076831167,0.0004483747177586327,1.410870017167884,0.0004483747177586327,0.4829678213519243
0.0004484641726587402,0.6303954558937355,0.0004484641726587402,1.410326888713425,0.0004484641726587402,0.482954501320677
0.0004486335711838718,0.6301916198529665,0.0004486335711838718,1.407195051994114,0.0004486335711838718,0.4829292706263467
0.0004487894002932938,0.6300678087107222,0.0004487894002932938,1.402801725296007,0.0004487894002932938,0.4829060530661103
0.0004489463289255429,0.6299404611128713,0.0004489463289255429,1.400623171183285,0.0004489463289255429,0.4828826640244326
0.000449014277408987,0.6299244848726052,0.000449014277408987,1.40072381453584,0.000449014277408987,0.4828725344311154
0.0004491501743758752,0.6298202787101665,0.0004491501743758752,1.400683596584603,0.0004491501743758752,0.4828522709415065
0.0004493179944585592,0.6296796769250057,0.0004493179944585592,1.399303827998867,0.0004493179944585592,0.482827239522662
0.0004495854911771952,0.6294425736611793,0.0004495854911771952,1.396054671347524,0.0004495854911771952,0.4827873227279408
0.0004498361877981562,0.6292539851190537,0.0004498361877981562,1.393847392220306,0.0004498361877981562,0.4827498929312508
0.0004502391679532923,0.628920182157588,0.0004502391679532923,1.389991017293875,0.0004502391679532923,0.4826896864647982
0.0004506654662511451,0.6285735226581873,0.0004506654662511451,1.385138386755948,0.0004506654662511451,0.4826259425445059
0.0004513101397425657,0.6280522990559323,0.0004513101397425657,1.378279390808814,0.0004513101397425657,0.4825294414377709
0.0004524236672725726,0.6271429804533396,0.0004524236672725726,1.364415025644819,0.0004524236672725726,0.4823624675459272
0.0004539113073126678,0.6259363015921898,0.0004539113073126678,1.344277436682367,0.0004539113073126678,0.4821388344026354
0.0004566228230937033,0.6237195304991845,0.0004566228230937033,1.298466282622915,0.0004566228230937033,0.4817296284956278
0.0004594204355266434,0.6214352386007841,0.0004594204355266434,1.23486461253438,0.0004594204355266434,0.4813053834175581
0.000462306001552828,0.6190621149962727,0.000462306001552828,1.134409666436899,0.000462306001552828,0.4808657609811848
0.0004654197248235845,0.6165055149094214,0.0004654197248235845,0.9365361107433853,0.0004654197248235845,0.4803892197371272
0.0004677514563958296,0.6145762177254778,0.0004677514563958296,0.7069631856700843,0.0004677514563958296,0.4800309980656788
0.0004692586681282011,0.6133362817811565,0.0004692586681282011,0.5519290530927285,0.0004692586681282011,0.4797988671541091
0.0004709773253416083,0.6119086259102905,0.0004709773253416083,0.4195993762349065,0.0004709773253416083,0.4795336468080422
0.0004723031263952589,0.6108172321093943,0.0004723031263952589,0.3637464651228857,0.0004723031263952589,0.479328688552652
0.0004740227555181939,0.609385863202591,0.0004740227555181939,0.3288406270752289,0.0004740227555181939,0.4790624022500256
0.0004756443110178318,0.6080482322191284,0.0004756443110178318,0.3067969419229441,0.0004756443110178318,0.4788108677537692
0.0004771591062543648,0.6067844103425083,0.0004771591062543648,0.2934990985163199,0.0004771591062543648,0.4785755359342127
0.0004801886967274307,0.6042767564620815,0.0004801886967274307,0.2735422335688282,0.0004801886967274307,0.478103921954631
0.0004830120130090363,0.6019243116414699,0.0004830120130090363,0.2626668814487528,0.0004830120130090363,0.4776634026046472
0.0004886586455722475,0.5972415468887519,0.0004886586455722475,0.2455968171023636,0.0004886586455722475,0.4767799884419062
0.000493586119621919,0.5931446569975677,0.000493586119621919,0.2371243941196997,0.000493586119621919,0.476007217292345
0.0005034410677212621,0.5850012503722509,0.0005034410677212621,0.2234123751200216,0.0005034410677212621,0.4744595204575436
0.0005126336202943886,0.577447413123384,0.0005126336202943886,0.2170546645112943,0.0005126336202943886,0.4730175989759519
0.0005292665058992833,0.5640261447470155,0.0005292665058992833,0.2053573528648832,0.0005292665058992833,0.4704286926585566
0.0005447166404553442,0.5519128379745469,0.0005447166404553442,0.1997804058900814,0.0005447166404553442,0.4680679760654676
0.0005647166404553443,0.5369604684253474,0.0005647166404553443,0.1920165771385743,0.0005647166404553443,0.4651121677191621
0.0005847166404553443,0.5229957568923723,0.0005847166404553443,0.1889730159245561,0.0005847166404553443,0.4623122963946301
0.0006047166404553444,0.5102395234336121,0.0006047166404553444,0.1849481909255619,0.0006047166404553444,0.4597125177352216
0.0006223416554361655,0.5000977698335346,0.0006223416554361655,0.1854081188621196,0.0006223416554361655,0.4576200504370151
0.0006365427887836595,0.4927733111695178,0.0006365427887836595,0.1836335195349807,0.0006365427887836595,0.4560878440505195
0.0006565427887836596,0.4837727298919044,0.0006565427887836596,0.1847235079604193,0.0006565427887836596,0.4541877435646289
0.0006751888612817454,0.4768785467340959,0.0006751888612817454,0.1831595680770718,0.0006751888612817454,0.4527113843811658
