/Vin X,/Vin Y,/out0 X,/out0 Y,/out1 X,/out1 Y
0,0.5,0,0.7251089707933733,0,1.412585963003324
2e-05,0.5,2e-05,0.7251089707933631,2e-05,1.412585962445151
4e-05,0.5,4e-05,0.7251089707933719,4e-05,1.412585962387695
6.000000000000001e-05,0.5,6.000000000000001e-05,0.7251089707857375,6.000000000000001e-05,1.412585962380695
8.000000000000001e-05,0.5,8.000000000000001e-05,0.7251089708112233,8.000000000000001e-05,1.412585962405282
0.0001,0.5,0.0001,0.7251089707796562,0.0001,1.412585962412182
0.00012,0.5,0.00012,0.725108970800557,0.00012,1.412585962425718
0.00014,0.5,0.00014,0.7251089707798055,0.00014,1.412585962436037
0.00016,0.5,0.00016,0.7251089708055979,0.00016,1.412585962444234
0.00018,0.5,0.00018,0.72510897078862,0.00018,1.412585962460774
0.0002,0.5,0.0002,0.7251089707873926,0.0002,1.412585962463087
0.00022,0.5,0.00022,0.7251089707912199,0.00022,1.412585962482074
0.00024,0.5,0.00024,0.7251089708048251,0.00024,1.412585962483695
0.00026,0.5,0.00026,0.7251089707781659,0.00026,1.412585962503199
0.00028,0.5,0.00028,0.7251089708078033,0.00028,1.412585962499987
0.0003,0.5,0.0003,0.7251089707751127,0.0003,1.412585962522655
0.00032,0.5,0.00032,0.7251089708113712,0.00032,1.412585962516999
0.00034,0.5,0.00034,0.7251089707682516,0.00034,1.412585962542058
0.00036,0.5,0.00036,0.7251089708215216,0.00036,1.412585962530212
0.00038,0.5,0.00038,0.7251089707742832,0.00038,1.412585962560614
0.0004,0.5,0.0004,0.72510897080617,0.0004,1.412585962546253
0.00042,0.5,0.00042,0.7251089707825868,0.00042,1.412585962574776
0.00044,0.5,0.00044,0.7251089708078384,0.00044,1.412585962562222
0.00046,0.5,0.00046,0.7251089707749205,0.00046,1.412585962589094
0.00048,0.5,0.00048,0.7251089708080785,0.00048,1.412585962576221
0.0005,0.5,0.0005,0.7251089707738294,0.0005,1.412585962600259
0.0005200000000000001,0.5,0.0005200000000000001,0.7251089708044768,0.0005200000000000001,1.412585962591907
0.0005400000000000001,0.5,0.0005400000000000001,0.7251089707834608,0.0005400000000000001,1.412585962610974
0.0005600000000000002,0.5,0.0005600000000000002,0.7251089707942761,0.0005600000000000002,1.412585962607167
0.0005800000000000002,0.5,0.0005800000000000002,0.725108970791465,0.0005800000000000002,1.412585962620305
0.0006000000000000003,0.5,0.0006000000000000003,0.7251089707913627,0.0006000000000000003,1.412585962620835
0.0006200000000000003,0.5,0.0006200000000000003,0.7251089708005838,0.0006200000000000003,1.412585962631595
0.0006400000000000004,0.5,0.0006400000000000004,0.7251089707831585,0.0006400000000000004,1.412585962632768
0.0006600000000000004,0.5,0.0006600000000000004,0.7251089707989157,0.0006600000000000004,1.412585962641372
0.0006800000000000005,0.5,0.0006800000000000005,0.7251089707850807,0.0006800000000000005,1.412585962645855
0.0007000000000000005,0.5,0.0007000000000000005,0.7251089708020365,0.0007000000000000005,1.412585962650978
0.0007200000000000006,0.5,0.0007200000000000006,0.725108970791739,0.0007200000000000006,1.412585962653589
0.0007400000000000006,0.5,0.0007400000000000006,0.7251089708085097,0.0007400000000000006,1.412585962661956
0.0007600000000000007,0.5,0.0007600000000000007,0.7251089707838616,0.0007600000000000007,1.41258596266466
0.0007800000000000007,0.5,0.0007800000000000007,0.7251089708053986,0.0007800000000000007,1.412585962666741
0.0008000000000000008,0.5,0.0008000000000000008,0.725108970794517,0.0008000000000000008,1.41258596267512
0.0008200000000000008,0.5,0.0008200000000000008,0.7251089707950195,0.0008200000000000008,1.412585962676367
0.0008400000000000009,0.5,0.0008400000000000009,0.7251089707945297,0.0008400000000000009,1.412585962683112
0.000860000000000001,0.5,0.000860000000000001,0.7251089707811177,0.000860000000000001,1.41258596268518
0.000880000000000001,0.5,0.000880000000000001,0.725108970806806,0.000880000000000001,1.412585962690852
0.0009000000000000011,0.5,0.0009000000000000011,0.725108970782409,0.0009000000000000011,1.412585962692549
0.0009200000000000011,0.5,0.0009200000000000011,0.7251089708176307,0.0009200000000000011,1.412585962697082
0.0009400000000000012,0.5,0.0009400000000000012,0.7251089707586331,0.0009400000000000012,1.412585962700131
0.0009600000000000012,0.5,0.0009600000000000012,0.7251089708345944,0.0009600000000000012,1.412585962704233
0.0009800000000000013,0.5,0.0009800000000000013,0.7251089707672557,0.0009800000000000013,1.412585962706512
0.001000000000000001,0.5,0.001000000000000001,0.7251089708261412,0.001000000000000001,1.412585962710384
0.001020000000000001,0.5,0.001020000000000001,0.7251089707564602,0.001020000000000001,1.412585962714198
0.001040000000000001,0.5,0.001040000000000001,0.7251089708273373,0.001040000000000001,1.412585962715887
0.001060000000000001,0.5,0.001060000000000001,0.7251089707547688,0.001060000000000001,1.412585962718795
0.001080000000000002,0.5,0.001080000000000002,0.7251089708275751,0.001080000000000002,1.412585962724898
0.001100000000000002,0.5,0.001100000000000002,0.7251089707632298,0.001100000000000002,1.412585962724612
0.001120000000000002,0.5,0.001120000000000002,0.7251089708166942,0.001120000000000002,1.41258596272644
0.001140000000000002,0.5,0.001140000000000002,0.7251089707734248,0.001140000000000002,1.412585962733815
0.001160000000000002,0.5,0.001160000000000002,0.7251089708073604,0.001160000000000002,1.412585962729854
0.001180000000000002,0.5,0.001180000000000002,0.7251089707767757,0.001180000000000002,1.412585962744094
0.001200000000000002,0.5,0.001200000000000002,0.7251089708031285,0.001200000000000002,1.412585962732227
