/Vin X,/Vin Y,/out0 X,/out0 Y,/out1 X,/out1 Y
0,0.5,0,0.07612015486061816,0,0.1825785657643271
2e-05,0.5,2e-05,0.0761202525813721,2e-05,0.182578565765356
4e-05,0.5,4e-05,0.07612025259670854,4e-05,0.1825785657653592
6.000000000000001e-05,0.5,6.000000000000001e-05,0.07612025259675123,6.000000000000001e-05,0.182578565767192
8.000000000000001e-05,0.5,8.000000000000001e-05,0.07612025259682707,8.000000000000001e-05,0.1825785657632684
0.0001,0.5,0.0001,0.07612025259677789,0.0001,0.1825785657669713
0.00012,0.5,0.00012,0.07612025259693606,0.00012,0.1825785657638769
0.00014,0.5,0.00014,0.07612025259668553,0.00014,0.1825785657680046
0.00016,0.5,0.00016,0.07612025259694216,0.00016,0.1825785657633676
0.00018,0.5,0.00018,0.07612025259663981,0.00018,0.1825785657685136
0.0002,0.5,0.0002,0.07612025259696129,0.0002,0.1825785657635224
0.00022,0.5,0.00022,0.07612025259661696,0.00022,0.1825785657674985
0.00024,0.5,0.00024,0.07612025259696577,0.00024,0.1825785657648689
0.00026,0.5,0.00026,0.07612025259662066,0.00026,0.1825785657668731
0.00028,0.5,0.00028,0.07612025259693667,0.00028,0.1825785657646549
0.0003,0.5,0.0003,0.0761202525966938,0.0003,0.1825785657649044
0.00032,0.5,0.00032,0.07612025259685566,0.00032,0.1825785657669151
0.00034,0.5,0.00034,0.07612025259673001,0.00034,0.1825785657648616
0.00036,0.5,0.00036,0.0761202525966867,0.00036,0.1825785657671308
0.00038,0.5,0.00038,0.07612025259694299,0.00038,0.1825785657646053
0.0004,0.5,0.0004,0.0761202525966248,0.0004,0.1825785657662451
0.00042,0.5,0.00042,0.07612025259697117,0.00042,0.1825785657653063
0.00044,0.5,0.00044,0.07612025259659223,0.00044,0.182578565764367
0.00046,0.5,0.00046,0.07612025259709736,0.00046,0.1825785657665161
0.00048,0.5,0.00048,0.07612025259649559,0.00048,0.1825785657658437
0.0005,0.5,0.0005,0.07612025259712921,0.0005,0.1825785657658985
0.0005200000000000001,0.5,0.0005200000000000001,0.07612025259641723,0.0005200000000000001,0.1825785657632361
0.0005400000000000001,0.5,0.0005400000000000001,0.07612025259717251,0.0005400000000000001,0.1825785657674794
0.0005600000000000002,0.5,0.0005600000000000002,0.07612025259639109,0.0005600000000000002,0.1825785657641792
0.0005800000000000002,0.5,0.0005800000000000002,0.07612025259710553,0.0005800000000000002,0.1825785657651476
0.0006000000000000003,0.5,0.0006000000000000003,0.07612025259645376,0.0006000000000000003,0.1825785657643287
0.0006200000000000003,0.5,0.0006200000000000003,0.07612025259712285,0.0006200000000000003,0.182578565765381
0.0006400000000000004,0.5,0.0006400000000000004,0.0761202525964635,0.0006400000000000004,0.1825785657640555
0.0006600000000000004,0.5,0.0006600000000000004,0.07612025259714997,0.0006600000000000004,0.18257856576579
0.0006800000000000005,0.5,0.0006800000000000005,0.07612025259637792,0.0006800000000000005,0.1825785657642149
0.0007000000000000005,0.5,0.0007000000000000005,0.0761202525972442,0.0007000000000000005,0.1825785657657021
0.0007200000000000006,0.5,0.0007200000000000006,0.07612025259633405,0.0007200000000000006,0.1825785657642501
0.0007400000000000006,0.5,0.0007400000000000006,0.07612025259712459,0.0007400000000000006,0.1825785657658107
0.0007600000000000007,0.5,0.0007600000000000007,0.076120252596644,0.0007600000000000007,0.1825785657660036
0.0007800000000000007,0.5,0.0007800000000000007,0.07612025259693389,0.0007800000000000007,0.1825785657633238
0.0008000000000000008,0.5,0.0008000000000000008,0.07612025259670326,0.0008000000000000008,0.1825785657693542
