/out0 X,/out0 Y,/out1 X,/out1 Y,/Vin X,/Vin Y
0,0.07579910098116563,0,0.1825785645191972,0,0.475
2e-05,0.07583488454058308,2e-05,0.1825785646561751,2e-05,0.4781333308391076
4e-05,0.07587139260832064,4e-05,0.1825785647974308,4e-05,0.4812172471791213
6.000000000000001e-05,0.07590786359712494,6.000000000000001e-05,0.1825785649396433,6.000000000000001e-05,0.4842031138171169
8.000000000000001e-05,0.07594363164835907,8.000000000000001e-05,0.1825785650752113,8.000000000000001e-05,0.4870438418525428
0.0001,0.07597795785837708,0.0001,0.1825785652135277,0.0001,0.4896946313073118
0.00012,0.07601008985341587,0.00012,0.1825785653320529,0.00012,0.4921136776482172
0.00014,0.07603928694371191,0.00014,0.1825785654529518,0.00014,0.4942628310693947
0.00016,0.07606484790327787,0.00016,0.1825785655435261,0.00016,0.4961081981375504
0.00018,0.07608613755338989,0.00018,0.1825785656359954,0.00018,0.4976206763116505
0.0002,0.07610261287110391,0.0002,0.1825785656924138,0.0002,0.4987764129073788
0.00022,0.07611384485202202,0.00022,0.1825785657462272,0.00022,0.4995571812682172
0.00024,0.0761195371367276,0.00024,0.1825785657571619,0.00024,0.4999506682107068
0.00026,0.07611953806666383,0.00026,0.1825785657689789,0.00026,0.4999506682107068
0.00028,0.07611384775939982,0.00028,0.182578565735185,0.00028,0.4995571812682172
0.0003,0.07610261753457997,0.0003,0.1825785657039308,0.0003,0.4987764129073788
0.00032,0.07608614399171788,0.00032,0.1825785656263026,0.00032,0.4976206763116505
0.00034,0.07606485580497983,0.00034,0.1825785655564167,0.00034,0.4961081981375504
0.00036,0.07603929624974851,0.00036,0.1825785654450742,0.00036,0.4942628310693947
0.00038,0.07601010019125215,0.00038,0.1825785653449599,0.00038,0.4921136776482172
0.0004,0.07597796912521403,0.0004,0.1825785652061575,0.0004,0.4896946313073118
0.00042,0.07594364344650929,0.00042,0.1825785650867916,0.00042,0.4870438418525428
0.00044,0.07590787581553732,0.00044,0.1825785649351068,0.00044,0.4842031138171169
0.00046,0.07587140486901438,0.00046,0.1825785648066238,0.00046,0.4812172471791213
0.00048,0.07583493297243252,0.00048,0.1825785646525595,0.00048,0.4781333308391076
0.0005,0.0757991068819811,0.0005,0.1825785645268707,0.0005,0.475
0.0005200000000000001,0.07576450437937507,0.0005200000000000001,0.1825785643802741,0.0005200000000000001,0.4718666691608924
0.0005400000000000001,0.07573162500151022,0.0005400000000000001,0.1825785642664258,0.0005400000000000001,0.4687827528208786
0.0005600000000000002,0.07570088706652189,0.0005600000000000002,0.1825785641349758,0.0005600000000000002,0.465796886182883
0.0005800000000000002,0.07567262830228079,0.0005800000000000002,0.1825785640377044,0.0005800000000000002,0.4629561581474571
0.0006000000000000003,0.07564711156383878,0.0006000000000000003,0.1825785639303374,0.0006000000000000003,0.4603053686926881
0.0006200000000000003,0.07562453241717423,0.0006200000000000003,0.1825785638509866,0.0006200000000000003,0.4578863223517827
0.0006400000000000004,0.07560502978011412,0.0006400000000000004,0.1825785637696661,0.0006400000000000004,0.4557371689306052
0.0006600000000000004,0.07558869632805391,0.0006600000000000004,0.1825785637133008,0.0006600000000000004,0.4538918018624495
0.0006800000000000005,0.07557558997810569,0.0006800000000000005,0.1825785636560489,0.0006800000000000005,0.4523793236883494
0.0007000000000000005,0.07556574342714897,0.0007000000000000005,0.1825785636242492,0.0007000000000000005,0.4512235870926211
0.0007200000000000006,0.07555917338857256,0.0007200000000000006,0.1825785635933096,0.0007200000000000006,0.4504428187317827
0.0007400000000000006,0.07555588685436268,0.0007400000000000006,0.1825785635855367,0.0007400000000000006,0.4500493317892932
0.0007600000000000007,0.07555588633957133,0.0007600000000000007,0.182578563581707,0.0007600000000000007,0.4500493317892932
0.0007800000000000007,0.07555917170503743,0.0007800000000000007,0.1825785635981162,0.0007800000000000007,0.4504428187317828
0.0008000000000000008,0.07556574071562834,0.0008000000000000008,0.1825785636175034,0.0008000000000000008,0.4512235870926212
0.0008200000000000008,0.07557558610258583,0.0008200000000000008,0.1825785636599908,0.0008200000000000008,0.4523793236883495
