/out0 X,/out0 Y,/out1 X,/out1 Y
0,0.07503364205546077,0,0.1825785607185444
0.01066666666666667,0.07503364429840935,0.01066666666666667,0.1825785615972187
0.02133333333333334,0.07503364741156052,0.02133333333333334,0.1825785615972305
0.032,0.07503365172982401,0.032,0.1825785615972468
0.04266666666666667,0.07503365771535392,0.04266666666666667,0.1825785615972692
0.05333333333333334,0.07503366600484314,0.05333333333333334,0.1825785615973005
0.06400000000000002,0.07503367747381449,0.06400000000000002,0.182578561597344
0.07466666666666669,0.07503369332355725,0.07466666666666669,0.1825785615974036
0.08533333333333336,0.07503371519817828,0.08533333333333336,0.1825785615974861
0.09600000000000003,0.07503374534120776,0.09600000000000003,0.1825785615976001
0.1066666666666667,0.07503378680372558,0.1066666666666667,0.1825785615977562
0.1173333333333334,0.07503384371878033,0.1173333333333334,0.1825785615979712
0.128,0.07503392165988029,0.128,0.1825785615982653
0.1386666666666667,0.07503402810439738,0.1386666666666667,0.1825785615986671
0.1493333333333333,0.07503417302535136,0.1493333333333333,0.1825785615992139
0.16,0.07503436963673875,0.16,0.1825785615999557
0.1706666666666667,0.07503463531772658,0.1706666666666667,0.1825785616009582
0.1813333333333333,0.07503499273880518,0.1813333333333333,0.182578561602307
0.192,0.07503547120815626,0.192,0.1825785616041128
0.2026666666666666,0.07503610824874518,0.2026666666666666,0.1825785616065165
0.2133333333333333,0.07503695140741393,0.2133333333333333,0.1825785616096984
0.2239999999999999,0.07503806028848187,0.2239999999999999,0.1825785616138831
0.2346666666666666,0.07503950880021429,0.2346666666666666,0.1825785616193502
0.2453333333333333,0.07504138760741423,0.2453333333333333,0.1825785616264405
0.2559999999999999,0.07504380680196306,0.2559999999999999,0.182578561635572
0.2666666666666666,0.07504689883708626,0.2666666666666666,0.1825785616472434
0.2773333333333333,0.07505082181789421,0.2773333333333333,0.1825785616620533
0.2879999999999999,0.07505576329121001,0.2879999999999999,0.1825785616807105
0.2986666666666666,0.07506194471662982,0.2986666666666666,0.1825785617040529
0.3093333333333332,0.07506962680899788,0.3093333333333332,0.182578561733069
0.3199999999999999,0.07507911590080533,0.3199999999999999,0.1825785617689192
0.3306666666666666,0.07509077136577579,0.3306666666666666,0.1825785618129678
0.3413333333333332,0.0751050139633832,0.3413333333333332,0.1825785618668152
0.3519999999999999,0.07512233470884125,0.3519999999999999,0.1825785619323312
0.3626666666666665,0.07514330355550422,0.3626666666666665,0.1825785620116917
0.3733333333333332,0.07516857682571862,0.3733333333333332,0.1825785621074102
0.3839999999999998,0.07519890199352856,0.3839999999999998,0.1825785622223589
0.3946666666666665,0.07523511819023353,0.3946666666666665,0.1825785623597749
0.4053333333333332,0.0752781507790965,0.4053333333333332,0.1825785625232496
0.4159999999999998,0.07532899864051611,0.4159999999999998,0.1825785627166874
0.4266666666666665,0.07538871349721084,0.4266666666666665,0.1825785629442369
0.4373333333333331,0.07545837166948946,0.4373333333333331,0.182578563210195
0.4479999999999998,0.0755390399267627,0.4479999999999998,0.1825785635188884
0.4586666666666664,0.07563173830770883,0.4586666666666664,0.1825785638745467
0.4693333333333331,0.07573740357871322,0.4693333333333331,0.1825785642811696
0.4799999999999998,0.07585685712271856,0.4799999999999998,0.1825785647424155
0.4906666666666664,0.07599078042307759,0.4906666666666664,0.1825785652615137
0.5013333333333331,0.07613970008858417,0.5013333333333331,0.1825785658412062
0.5119999999999998,0.07630398288800702,0.5119999999999998,0.1825785664837292
0.5226666666666665,0.07648383989654489,0.5226666666666665,0.1825785671908227
0.5333333333333332,0.07667933788187686,0.5333333333333332,0.1825785679637691
0.5439999999999999,0.07689041558965881,0.5439999999999999,0.1825785688034437
0.5546666666666666,0.07711690258752184,0.5546666666666666,0.1825785697103782
0.5653333333333334,0.07735853865579863,0.5653333333333334,0.1825785706848252
0.5760000000000001,0.07761499220934978,0.5760000000000001,0.1825785717268184
0.5866666666666668,0.07788587675931465,0.5866666666666668,0.1825785728362261
0.5973333333333335,0.07817076488634682,0.5973333333333335,0.1825785740127951
0.6080000000000002,0.07846919955494319,0.6080000000000002,0.1825785752561872
0.6186666666666669,0.07878070284514591,0.6186666666666669,0.1825785765660054
0.6293333333333336,0.07910478232654546,0.6293333333333336,0.182578577941809
0.6400000000000003,0.07944093537286682,0.6400000000000003,0.1825785793831254
0.6506666666666671,0.07978865173608803,0.6506666666666671,0.182578580889449
0.6613333333333338,0.08014741468697023,0.6613333333333338,0.1825785824602418
0.6720000000000005,0.0805167009986797,0.6720000000000005,0.1825785840949218
0.6826666666666672,0.08089598001247708,0.6826666666666672,0.1825785857928517
