/out0 X,/out0 YRe,/out0 YReImag,/out1 X,/out1 YRe,/out1 YReImag,/Vin X,/Vin YRe,/Vin YReImag
0,0.0002809401344068073,0,0,1.084857150650582e-09,0,0,0.025,0
6666666.666666667,0.0002753231200092111,-3.866496719295076e-05,6666666.666666667,-1.866813965267651e-09,-5.037518755645812e-09,6666666.666666667,0.025,0
13333333.33333333,0.000259645744850238,-7.298976395685229e-05,13333333.33333333,-4.991891882358092e-09,-7.492735490050867e-09,13333333.33333333,0.025,0
20000000,0.0002368824209197926,-9.999118928595753e-05,20000000,-9.058401069465117e-09,-8.927572937174615e-09,20000000,0.025,0
26666666.66666667,0.0002105973405338809,-0.000118602732121166,26666666.66666667,-1.376015754090578e-08,-8.457102418046233e-09,26666666.66666667,0.025,0
33333333.33333334,0.0001838740290167876,-0.0001293542072071062,33333333.33333334,-1.798724949177268e-08,-5.882460879524166e-09,33333333.33333334,0.025,0
40000000,0.0001588214411876219,-0.0001336549593529834,40000000,-2.079223313677673e-08,-1.784240302121516e-09,40000000,0.025,0
46666666.66666666,0.0001365841510559674,-0.0001331532303431252,46666666.66666666,-2.179569687084092e-08,2.917541101889267e-09,46666666.66666666,0.025,0
53333333.33333333,0.0001175878550021327,-0.0001293556606280055,53333333.33333333,-2.114446036408333e-08,7.391658580330106e-09,53333333.33333333,0.025,0
59999999.99999999,0.0001018126472033175,-0.0001234769891870276,59999999.99999999,-1.927918354392263e-08,1.11029816685419e-08,59999999.99999999,0.025,0
66666666.66666666,8.900447466292369e-05,-0.0001164259234189373,66666666.66666666,-1.671163206783538e-08,1.382792070170116e-08,66666666.66666666,0.025,0
73333333.33333333,7.881147347962239e-05,-0.0001088496773894047,73333333.33333333,-1.388662044791259e-08,1.557549334421124e-08,73333333.33333333,0.025,0
80000000,7.08614270570572e-05,-0.0001011929181907991,80000000,-1.112581210014606e-08,1.648924744147682e-08,80000000,0.025,0
86666666.66666667,6.480083008527174e-05,-9.375164159361262e-05,86666666.66666667,-8.624752412723573e-09,1.676686859115816e-08,86666666.66666667,0.025,0
93333333.33333334,6.031154890629558e-05,-8.671601840329638e-05,93333333.33333334,-6.475578952553666e-09,1.660740878915417e-08,93333333.33333334,0.025,0
100000000,5.711549822968716e-05,-8.020219906469813e-05,100000000,-4.697030708735747e-09,1.618301019409895e-08,100000000,0.025,0
106666666.6666667,5.49734739391189e-05,-7.427506237217203e-05,106666666.6666667,-3.262129723230944e-09,1.562794057150062e-08,106666666.6666667,0.025,0
113333333.3333334,5.368151188431861e-05,-6.896417023210288e-05,113333333.3333334,-2.11982633179493e-09,1.503804654908227e-08,113333333.3333334,0.025,0
120000000,5.306650647510645e-05,-6.427485790656636e-05,120000000,-1.210146035336445e-09,1.447548812894239e-08,120000000,0.025,0
126666666.6666667,5.298191290979827e-05,-6.019592909601664e-05,126666666.6666667,-4.738037317648916e-10,1.397545950540833e-08,126666666.6666667,0.025,0
133333333.3333334,5.330387515668688e-05,-5.670501288235147e-05,133333333.3333334,1.423472448740054e-10,1.355303442499129e-08,133333333.3333334,0.025,0
140000000,5.392787996304718e-05,-5.377231936197483e-05,140000000,6.827466557825042e-10,1.320923241573796e-08,140000000,0.025,0
146666666.6666667,5.47659244845861e-05,-5.136329849099497e-05,146666666.6666667,1.182411704620519e-09,1.293597566308794e-08,146666666.6666667,0.025,0
153333333.3333333,5.574413941497912e-05,-4.944054420695337e-05,153333333.3333333,1.667324324269793e-09,1.271991479434874e-08,153333333.3333333,0.025,0
160000000,5.680079690645002e-05,-4.796517466773495e-05,160000000,2.155408558593317e-09,1.254524603500009e-08,160000000,0.025,0
166666666.6666667,5.788463520799654e-05,-4.68978442470324e-05,166666666.6666667,2.657765672846246e-09,1.239569314465242e-08,166666666.6666667,0.025,0
173333333.3333333,5.895344062654791e-05,-4.619949246143019e-05,173333333.3333333,3.179962819261008e-09,1.225583033655459e-08,173333333.3333333,0.025,0
180000000,5.997283763771565e-05,-4.583190128568517e-05,180000000,3.723257754675947e-09,1.21119034878967e-08,180000000,0.025,0
186666666.6666666,6.091524768059769e-05,-4.575810983862126e-05,186666666.6666666,4.285698408270718e-09,1.195228074116682e-08,186666666.6666666,0.025,0
193333333.3333333,6.175898556458647e-05,-4.594272045707198e-05,193333333.3333333,4.863071333826822e-09,1.176763723535229e-08,193333333.3333333,0.025,0
199999999.9999999,6.248746930160428e-05,-4.635212020447239e-05,199999999.9999999,5.449694248509696e-09,1.155095528482615e-08,199999999.9999999,0.025,0
206666666.6666666,6.308852464367305e-05,-4.695463520525318e-05,206666666.6666666,6.039059910194475e-09,1.12974018130036e-08,206666666.6666666,0.025,0
213333333.3333333,6.35537698448631e-05,-4.772063073101659e-05,213333333.3333333,6.624344877072541e-09,1.100412919381415e-08,213333333.3333333,0.025,0
219999999.9999999,6.38780694005533e-05,-4.862256694574987e-05,219999999.9999999,7.198799443046282e-09,1.067003338778785e-08,219999999.9999999,0.025,0
226666666.6666666,6.405904795068028e-05,-4.963501814697349e-05,226666666.6666666,7.756035675777179e-09,1.029549379302612e-08,226666666.6666666,0.025,0
233333333.3333332,6.409665734602725e-05,-5.073466189274201e-05,233333333.3333332,8.290229905363941e-09,9.882112003764606e-09,233333333.3333332,0.025,0
239999999.9999999,6.399279121600563e-05,-5.190024336174622e-05,239999999.9999999,8.796254778012997e-09,9.432461195350574e-09,239999999.9999999,0.025,0
246666666.6666665,6.37509423592221e-05,-5.311251951677582e-05,246666666.6666665,9.269754447448497e-09,8.94985374110817e-09,246666666.6666665,0.025,0
253333333.3333332,6.337589899722797e-05,-5.435418703707209e-05,253333333.3333332,9.707174829538244e-09,8.43813160123477e-09,253333333.3333332,0.025,0
259999999.9999999,6.287347645932124e-05,-5.560979749309859e-05,259999999.9999999,1.01057592185014e-08,7.901481766422341e-09,259999999.9999999,0.025,0
266666666.6666665,6.225028125379245e-05,-5.686566282136083e-05,266666666.6666665,1.046351801876594e-08,7.344277400628796e-09,266666666.6666665,0.025,0
273333333.3333332,6.151350477032389e-05,-5.810975379231745e-05,273333333.3333332,1.077917992733276e-08,6.770944166283479e-09,273333333.3333332,0.025,0
279999999.9999999,6.067074407930112e-05,-5.933159383732316e-05,279999999.9999999,1.105213061997813e-08,6.185850419843039e-09,279999999.9999999,0.025,0
286666666.6666666,5.972984746686802e-05,-6.052215030145947e-05,286666666.6666666,1.128234385766885e-08,5.593219449454395e-09,286666666.6666666,0.025,0
293333333.3333333,5.869878248824159e-05,-6.167372491269478e-05,293333333.3333333,1.147030893434319e-08,4.997061623304298e-09,293333333.3333333,0.025,0
299999999.9999999,5.758552444393523e-05,-6.277984500203127e-05,299999999.9999999,1.161695752658175e-08,4.401124173074393e-09,299999999.9999999,0.025,0
306666666.6666666,5.639796329454565e-05,-6.383515677142661e-05,306666666.6666666,1.172359227134812e-08,3.808856311798117e-09,306666666.6666666,0.025,0
313333333.3333333,5.514382713562001e-05,-6.483532168543287e-05,313333333.3333333,1.179181877820067e-08,3.223387444964797e-09,313333333.3333333,0.025,0
320000000,5.383062045415631e-05,-6.577691685967325e-05,320000000,1.182348226762023e-08,2.647516353575975e-09,320000000,0.025,0
326666666.6666667,5.246557549111287e-05,-6.665734013223485e-05,326666666.6666667,1.182060960390461e-08,2.083709386418248e-09,326666666.6666667,0.025,0
333333333.3333334,5.10556151355939e-05,-6.747472033446559e-05,333333333.3333334,1.178535715069818e-08,1.534105881583364e-09,333333333.3333334,0.025,0
340000000.0000001,4.96073258800977e-05,-6.822783312432546e-05,340000000.0000001,1.171996460806894e-08,1.000529230678797e-09,340000000.0000001,0.025,0
346666666.6666667,4.812693947066861e-05,-6.891602260861102e-05,346666666.6666667,1.162671478109053e-08,4.84502195516319e-10,346666666.6666667,0.025,0
353333333.3333334,4.662032199177987e-05,-6.953912886042343e-05,353333333.3333334,1.150789907519538e-08,-1.273472230584811e-11,353333333.3333334,0.025,0
360000000.0000001,4.509296923138385e-05,-7.009742133287709e-05,360000000.0000001,1.136578840067178e-08,-4.902028762120064e-10,360000000.0000001,0.025,0
366666666.6666668,4.35500072772937e-05,-7.059153808229656e-05,366666666.6666668,1.120260909353777e-08,-9.471638830506504e-10,366666666.6666668,0.025,0
373333333.3333335,4.199619739961218e-05,-7.102243063872706e-05,373333333.3333335,1.102052341376401e-08,-1.383097540036318e-09,373333333.3333335,0.025,0
380000000.0000002,4.043594437563785e-05,-7.139131430262949e-05,380000000.0000002,1.082161415933248e-08,-1.797679807538603e-09,380000000.0000002,0.025,0
386666666.6666669,3.887330751150562e-05,-7.16996235992855e-05,386666666.6666669,1.060787293094029e-08,-2.190761293653051e-09,386666666.6666669,0.025,0
393333333.3333336,3.731201370796045e-05,-7.194897258801435e-05,393333333.3333336,1.038119159198417e-08,-2.562346570816254e-09,393333333.3333336,0.025,0
400000000.0000002,3.575547200680978e-05,-7.214111969961335e-05,400000000.0000002,1.014335648919384e-08,-2.912574564622938e-09,400000000.0000002,0.025,0
406666666.6666669,3.420678913620653e-05,-7.227793676209227e-05,406666666.6666669,9.896045026745093e-09,-3.241700179148404e-09,406666666.6666669,0.025,0
413333333.3333336,3.266878564950554e-05,-7.236138186909814e-05,413333333.3333336,9.640824218969573e-09,-3.550077260140714e-09,413333333.3333336,0.025,0
420000000.0000003,3.11440123216734e-05,-7.23934757479322e-05,420000000.0000003,9.379150881655653e-09,-3.838142946493257e-09,420000000.0000003,0.025,0
426666666.666667,2.963476652958536e-05,-7.237628129230122e-05,426666666.666667,9.112373157343638e-09,-4.106403419572758e-09,426666666.666667,0.025,0
433333333.3333337,2.814310839801018e-05,-7.231188593762694e-05,433333333.3333337,8.841733105580531e-09,-4.355421028630966e-09,433333333.3333337,0.025,0
440000000.0000004,2.667087654194407e-05,-7.220238657387131e-05,440000000.0000004,8.568370122900945e-09,-4.585802746413174e-09,440000000.0000004,0.025,0
446666666.666667,2.521970327768835e-05,-7.204987671007643e-05,446666666.666667,8.293324989400021e-09,-4.798189892041479e-09,446666666.666667,0.025,0
453333333.3333337,2.37910292114217e-05,-7.185643562569146e-05,453333333.3333337,8.017544368438085e-09,-4.993249046317653e-09,453333333.3333337,0.025,0
460000000.0000004,2.238611714366838e-05,-7.162411926619214e-05,460000000.0000004,7.741885613027195e-09,-5.171664077371719e-09,460000000.0000004,0.025,0
466666666.6666671,2.100606525329737e-05,-7.135495266257041e-05,466666666.6666671,7.467121756713284e-09,-5.334129190589196e-09,466666666.6666671,0.025,0
